job-title,job-description,job-location,job-salary,job-url,job-type
"
      Accompagner OPS Sécurité (CyberArk, Tanium, ...)
    ","En tant qu’OPS Sécurité dans mon quotidien : - Je suis le premier point de contact sur les applications que je gère. - J’échange régulièrement avec les équipes OPS de domaine, OPS Système, Projet et l’équipe - J’ai une expertise autour des bastions d’administration (CyberArk, Dévolution Server, …) mais aussi sur la gestion des endpoints (Tanium, …) - J’investigue pour régler les incidents de mon backlog. - J’optimise mon travail grâce à l’automatisation. - Je fais du niveau de sécurité de mes applications ma priorité. - Je documente mes actions afin de maintenir un bon niveau d’information. - Je supervise les sauvegardes liées à mes applications. - Je détecte et corrige les problèmes de manière proactive En tant qu’OPS Sécurité dans les projets : - Je suis garant de la mise en place des infrastructures et leur mise à jour - Je suis les demandes techniques traitées par d’autres centres de service de ma direction - Je rédige les documents d’exploitation et documents d’architecture - Je participe aux stands up projet pour aider à détecter les angles morts sur mon domaine Communication : - J’assure le respect des normes et standard. - J’escalade les incidents majeurs et je communique sur l’évolution des résolutions Il définit et met en oeuvre les dispositifs techniques de sécurité sur tout ou partie des projets dont il a la charge, conformément à la politique de sécurité des SI et de l'information, et aux réglementations. En tant que référent dans son domaine, il assure un rôle de veille (technologique notamment), de conseil, d'assistance, d'information, de formation et d'alerte sur les risques. En tant qu’OPS Sécurité dans les projets : - Je suis garant de la mise en place des infrastructures et leur mise à jour - Je suis les demandes techniques traitées par d’autres centres de service de ma direction - Je rédige les documents d’exploitation et documents d’architecture - Je participe aux stands up projet pour aider à détecter les angles morts sur mon domaine Communication : - J’assure le respect des normes et standard. - J’escalade les incidents majeurs et je communique sur l’évolution des résolutions En tant qu’OPS Sécurité dans les projets : - Je suis garant de la mise en place des infrastructures et leur mise à jour - Je suis les demandes techniques traitées par d’autres centres de service de ma direction - Je rédige les documents d’exploitation et documents d’architecture - Je participe aux stands up projet pour aider à détecter les angles morts sur mon domaine Communication : - J’assure le respect des normes et standard. - J’escalade les incidents majeurs et je communique sur l’évolution des résolutions PAM (CyberArk, ...) - Confirmé - Impératif Windows, PowerShell - Confirmé - Impératif Terraform - Junior - Important","Île-de-France, France",100-510 €⁄j,https://www.free-work.com/fr/tech-it/administrateur-securite/job-mission/accompagner-ops-securite-cyberark-tanium,"
      Freelance
    "
"
      Architecte Sécurité / Réseaux Senior
    ","- Définition des standards et des architectures de référence et garantie de leur intégration et adaptation aux nouvelles architectures telles que le Cloud (hybride ou publique) dans le respect des exigences de sécurité (GDPR, LPM,..) - Elaboration et évolution des roadmaps des produits : nouvelles solutions et fonctionnalités, nouvelles gammes hardware et versions software, … - Validation dans les environnements de LAB les nouvelles gammes HW et les nouvelles versions SW et contribuer à leur intégration dans les outils d’exploitation - Rédaction de la documentation d'architecture, d'installation/migration, d'exploitation… (HLD, LLD, Admin Guide, consignes de résolution d’incidents, …) - Accompagnement des métiers dans la mise en œuvre de nouveaux projets ou services - Assurance du support N3 sur les incidents (investigation avancée, contact des éditeurs, documentation et accompagnement dans l’implémentation des solutions, …) - Audition des infrastructures et proposition des plans d’actions adéquats pour optimiser et fiabiliser les architectures et services Techniques : - Architecture et ingénierie du service d'accès distants : Gateways VPN, User identity, IAM, Filtrage, .. - Architectures et ingénierie Firewalls (physiques et virtuels) : Fortinet, Palo Alto, Check Point - Console de management firewalls Fortinet (FMGR/FAZ), Palo Alto (Panorama), CheckPoint (MDS/MDSL), - Architecture et ingénierie Fortinet FortiOs, Palo Alto, Check Point - EndPoint Check Point, FortiClient - Architecture des infrastructures accès distants (authentification, tunneling, VRF, NAC…) - Déploiement des solutions Cisco : Gateway VPN SSL Cisco ASA, Client VPN AnyConnect - Authentification multi-facteurs (MFA) (machine, utilisateurs,) - Authentification et filtrage dynamique des utilisateurs - Solutions d’anti-intrusion IDS/IPS sur les technologie Fortinet et Palo Alto - VPN C2S, S2S, IPsec, SSL - Architectures LAN, MPLS, TCP-IP, NAT, NAC, routage... - IPv4, IPv6, http, http2, https, TLS, Socks, DNS, … - Troubleshooting et analyse des traces réseaux - CCIE Security - Cisco ASA Specialist - NSE 4 - Fortinet Security Professional - NSE 5 - Fortinet Network Security Analyst - NSE 7 - Fortinet Enterprise Firewall - NSE 8 - Network Security Expert - PCNSA - Palo Alto Networks Certified Network Security Administrator - PCNSE - Palo Alto Networks Certified Network Security Engineer - PCSAE - Palo Alto Networks Certified Security Automation Engineer Notre client souhaite une prestation d'accompagnement dans le cadre de la contribution aux projets de transformation autour des infrastructures d’accès distants, des firewalls,  de l’anti-intrusion, également à d’autres programmes autour de la cyber sécurité. Grand groupe bancaire avec un environnement technique très intéressant","Île-de-France, France","10k-75k €⁄an, 100-660 €⁄j",https://www.free-work.com/fr/tech-it/architecte-reseaux/job-mission/architecte-securite-reseaux-senior,"
      Freelance
     
      CDI
    "
"
      Ingénieur réseau et sécurité N3
    ","Au sein du pôle réseaux et sécurité de la direction des opérations, vous interviendrez en tant qu'ingénieur réseaux et sécurité sur les infrastructures Définition de la prestation -Accompagnement des architectes - Accompagnements des projets Mise en œuvre des routages et des flux - maintien opérationnel des équipements (MCS et MCO) - Gestion documentaires schéma d'architecture, matrice de flux, mise à jour CMDB Livrables Gestion des différents documents Reporting de l'activité. Suivi des demande, changement , incident et problème via REMEDY Déplacement en datacentre et astreinte possible Nous recherchons un Expert réseau et sécurité pour une mission longue Niveau d'expertise N3 -Accompagnement des architectes - Accompagnements des projets Mise en ouevre des routages et des flux - maintien opérationnel des équipements (MCS et MCO) - Gestion documentaires schéma d'architecture, matrice de flux, mise à jour CMDB Technologies Active Directory Ansible Checkpoint Cisco DNS ESX F5 Forcepoint FORTIGATE iOS équipements réseau et sécurité Juniper LAN Palo Alto TACACS WAN Livrables Gestion des différents documents Reporting de l'activité. Suivi des demande, changement , incident et problème via REMEDY","La Défense, Île-de-France",410-700 €⁄j,https://www.free-work.com/fr/tech-it/ingenieur-en-cybersecurite/job-mission/ingenieur-reseau-et-securite-n3-5,"
      Freelance
    "
"
      Ingénieur sécurité et réseaux confirmé
    ","Nous recherchons des Ingénieurs sécurité et réseaux pour une mission de longue durée sur Paris La Défense. Pour le compte d'un Client International, l'anglais Oral et écrit de bon niveau est indispensable. Une très bonne communication et une appétence pour le travail en équipe basée sur l'entre-aide. Vous devez être en capacité et avoir la volonté et l'envie d'appréhender d'autres technologies. Un bon relationnel est exigé, vous devez aimer partager vos connaissances avec les autres Consultants et profiter aussi de leur expertise sur les produits que vous connaissez moins. Vos activités et les technologies : Assurer le maintien en condition opérationnelle (MCO) et la sécurité des différents couches de sécurité (réseau, applicatif, d'accès, monitoring, etc.). Gérer les solutions de sécurité telles que les firewalls (Checkpoint, Fortinet, PaloAlto), les proxies (Zscaler, Squid), les solutions F5 (DNS/ASM/LTM), les VPN (SSL, IPSEC, GRE), les solutions PAM (Priviliged Access Management), les antivirus (XDR) et autres technologies pertinentes. Expérience dans la gestion de la sécurité des environnements cloud AWS/GCP. Compétences de coding, principalement en Python, pour automatiser les tâches et utiliser les API des différentes technos . Travailler en équipe pour résoudre les problèmes de sécurité et les projets complexes. Gérer les situations de priorisation et avoir un esprit critique tout au long du processus d'exécution, de troubleshooting et d'intégration. Vous devez avoir une expertise de niveau 3 maîtrisée sur au moins 2 des technologies principales  et une connaissance de base sur au moins 2 des autres technologie. la parfaite connaissances des fondamentaux tels que : les VPN (SSL, IPSEC, GRE),  et de la sécurité des réseaux, applicatifs, d'accès, flux, monitoring, etc.). Nous recherchons des Ingénieurs sécurité et réseaux pour une mission de longue durée sur Paris La Défense. Pour le compte d'un Client International, l'anglais Oral et écrit de bon niveau est indispensable. Une très bonne communication et une appétence pour le travail en équipe basée sur l'entre-aide. Vous devez être en capacité et avoir la volonté et l'envie d'appréhender d'autres technologies. Un bon relationnel est exigé, vous devez aimer partager vos connaissances avec les autres Consultants et profiter aussi de leur expertise sur les produits que vous connaissez moins. Vos activités et les technologies : Assurer le maintien en condition opérationnelle (MCO) et la sécurité des différents couches de sécurité (réseau, applicatif, d'accès, monitoring, etc.). Gérer les solutions de sécurité telles que les firewalls (Checkpoint, Fortinet, PaloAlto), les proxies (Zscaler, Squid), les solutions F5 (DNS/ASM/LTM), les VPN (SSL, IPSEC, GRE), les solutions PAM (Priviliged Access Management), les antivirus (XDR) et autres technologies pertinentes. Expérience dans la gestion de la sécurité des environnements cloud AWS/GCP. Compétences de coding, principalement en Python, pour automatiser les tâches et utiliser les API des différentes technos . Travailler en équipe pour résoudre les problèmes de sécurité et les projets complexes. Gérer les situations de priorisation et avoir un esprit critique tout au long du processus d'exécution, de troubleshooting et d'intégration. Assurer le maintien en condition opérationnelle (MCO) et la sécurité des différents couches de sécurité (réseau, applicatif, d'accès, monitoring, etc.). Gérer les solutions de sécurité telles que les firewalls (Checkpoint, Fortinet, PaloAlto), les proxies (Zscaler, Squid), les solutions F5 (DNS/ASM/LTM), les VPN (SSL, IPSEC, GRE), les solutions PAM (Priviliged Access Management), les antivirus (XDR) et autres technologies pertinentes. Expérience dans la gestion de la sécurité des environnements cloud AWS/GCP. Compétences de coding, principalement en Python, pour automatiser les tâches et utiliser les API des différentes technos . Travailler en équipe pour résoudre les problèmes de sécurité et les projets complexes. Gérer les situations de priorisation et avoir un esprit critique tout au long du processus d'exécution, de troubleshooting et d'intégration.","Paris, France","51k-112k €⁄an, 430-500 €⁄j",https://www.free-work.com/fr/tech-it/consultant-securite-et-reseaux/job-mission/ingenieur-securite-et-reseaux-confirme,"
      CDI
     
      Freelance
    "
"
      Chef de projet technique sécurité réseau 
    ","Nous recherchons un consultant pour rejoindre un programme OT afin de s'assurer que les sites déploient, adoptent et utilisent avec succès le programme. Le candidat devra se coordonner avec les différentes parties prenantes sur les projets jusqu'à leur livraison complète (responsabilité du début à la fin). Le consultant devra être compétent sur le plan technique sécurité réseau, avoir- travaillé dans un contexte OT mais aussi sur le suivi d’audits, des feuilles de calcul et logiciels de productivité. ● Afin de : Étudier et séparer le réseau industriel en plusieurs compartiments afin d'isoler les composants sensibles en cas de compromission d'une partie du réseau. Fournir au site les services de sécurité de l'infrastructure définis par le programme OT Héberger des applications de sécurité et des applications locales Capable d'étudier et réaliser le design d'une architecture réseau Capable de coordonner et piloter les équipes réseaux et sécurité. Recommander les configurations sur les machines. Coordonner des audits de sécurités. Niveau d’expérience requise : Nombre d’années d’expériences minimum : 5 à 8 ans Anglais : Courant – contexte international Compétences requises : Nutanix, Switch HPE, Palo alto, SD WAN (CISCO) WIFI (Aruba) , Firewalls(Fortinet & Palo Alto), AWS (si possible) Télétravail partiel Nous recherchons un consultant pour rejoindre un programme OT afin de s'assurer que les sites déploient, adoptent et utilisent avec succès le programme. Le candidat devra se coordonner avec les différentes parties prenantes sur les projets jusqu'à leur livraison complète (responsabilité du début à la fin). Le consultant devra être compétent sur le plan technique sécurité réseau, avoir- travaillé dans un contexte OT mais aussi sur le suivi d’audits, des feuilles de calcul et logiciels de productivité. ● Afin de : Étudier et séparer le réseau industriel en plusieurs compartiments afin d'isoler les composants sensibles en cas de compromission d'une partie du réseau. Fournir au site les services de sécurité de l'infrastructure définis par le programme OT Héberger des applications de sécurité et des applications locales Capable d'étudier et réaliser le design d'une architecture réseau Capable de coordonner et piloter les équipes réseaux et sécurité. Recommander les configurations sur les machines. Coordonner des audits de sécurités. Niveau d’expérience requise : Nombre d’années d’expériences minimum : 5 à 8 ans Anglais : Courant – contexte international Compétences requises : Nutanix, Switch HPE, Palo alto, SD WAN (CSICO) WIFI (Aruba) , Firewalls(Fortinet & Palo Alto), AWS (si possible) Télétravail partiel Nous recherchons un consultant pour rejoindre un programme OT afin de s'assurer que les sites déploient, adoptent et utilisent avec succès le programme. Le candidat devra se coordonner avec les différentes parties prenantes sur les projets jusqu'à leur livraison complète (responsabilité du début à la fin). Le consultant devra être compétent sur le plan technique sécurité réseau, avoir- travaillé dans un contexte OT mais aussi sur le suivi d’audits, des feuilles de calcul et logiciels de productivité. ● Afin de : Étudier et séparer le réseau industriel en plusieurs compartiments afin d'isoler les composants sensibles en cas de compromission d'une partie du réseau. Fournir au site les services de sécurité de l'infrastructure définis par le programme OT Héberger des applications de sécurité et des applications locales Capable d'étudier et réaliser le design d'une architecture réseau Capable de coordonner et piloter les équipes réseaux et sécurité. Recommander les configurations sur les machines. Coordonner des audits de sécurités. Niveau d’expérience requise : Nombre d’années d’expériences minimum : 5 à 8 ans Anglais : Courant – contexte international Compétences requises : Nutanix, Switch HPE, Palo alto, SD WAN (CSICO) WIFI (Aruba) , Firewalls(Fortinet & Palo Alto), AWS (si possible) Télétravail partiel","La Défense, Île-de-France",550-600 €⁄j,https://www.free-work.com/fr/tech-it/assistant-chef-de-projet/job-mission/chef-de-projet-technique-securite-reseau-1,"
      Freelance
    "
"
      Analyste/ chef de projet IA
    ","L’équipe Cyber Sécurité est en charge de la protection des clients, des employés et des actifs. Organisée en différents pôles, . Dynamique, elle continue son développement en cherchant à renforcer son équipe de chefs de projets. Missions: -        Réaliser des analyses de risques liés l’utilisation de l’IA o Identifier les risques liés à chaque projet -        Accompagner à la sécurisation des projets IA -        Sensibiliser les utilisateurs aux risques liés à l’IA et à son utilisation -        Réaliser une veille régulière sur les technologies et risques liés à l'IA -        Créer des documents de référence Expérience confirmée en analyse de risque Une première expérience sur les analyses de risques liées à l’IA Une passion pour l’informatique en général et la sécurité en particulier Des connaissances sur O365, les environnements AWS et Azure","Île-de-France, France","10k-47k €⁄an, 100-500 €⁄j",https://www.free-work.com/fr/tech-it/assistant-chef-de-projet/job-mission/analyste-chef-de-projet-ia,"
      Freelance
     
      CDI
    "
"
      MISSION - COORDINATEUR CYBERSECURITE - NIORT
    ","Profil : un Coordinateur cyber sécurité, pour l’accompagnement des projets métiers et d’infrastructures. L’activité de la mission est de contribuer à la sécurisation et au maintien de la sécurité cyber du SI. Le coordinateur cyber devra : Gérer la relation avec le domaine dont il aura la charge, en : Prenant en compte tous les sujets du périmètre SI concerné, Conseillant sur un prisme Cybersécurité ses interlocuteurs métiers/techniques, Identifiant et rendant compte des évolutions et vulnérabilités du périmètre SI concerné. Réaliser l’Intégration de la Sécurité dans les Projets et le reporting de son domaine de responsabilité: En prenant en charge et en accompagnant toutes les sollicitations Cybersécurité qu’il adresse (projet; demandes hors projet; qualification de la maturité cyber des tiers; demandes; problèmes; incidents; dérogations; etc. ), En étant garant de la production et de la qualité des livrables de Sécurité, de la complétion et de la complétude des référentiels cyber, En réalisant le reporting Sécurité de son domaine (ISP, GRC, Application . Tbd). Participer aux divers réunions et comités En rendant compte de son activité au pilote d’activité, En préparant et présentant les rapports d’activité du domaine concerné aux comités de management , En participant aux comitologies projets de son périmètre/domaine, à des groupes de travail sur des sujets d’intérêt (organisation, architecture ), aux réunions organisées par le pôle, En représentant la DCRN dans la comitologie projet de la DSIN. L’intervenant sera également amené à collaborer avec les autres équipes de sécurité en proximité (Centre Opérationnel De Cybersécurité, Protection Périmétrique ), dans le cadre de changements informatiques (projets ou demandes d’évolution), afin d’apporter son expertise de sécurité. Le coordinateur cyber sera challengé aussi bien sur ses compétences techniques, la qualité de ses livrables, que sur son autonomie, son relationnel et le respect des règles et procédures. COMPÉTENCES Requises Ingénierie en sécurité des systèmes informatiques Une base technique solide en infrastructure et sécurisation de la Donnée La maîtrise de la méthodologie d’analyse de cyber-risques EBIOS RM La maitrise du Logiciel EGERIE est recommandée La Connaissance des problématiques de protection des données Une connaissance du secteur de l’assurance serait appréciée Une qualité d’expression orale et écrite d’un bon niveau Comportementales Aisance relationnelle (écrite et parlée) Capacité d’intégration rapide dans un groupe multi-sites constitué Autonomie Capacité d’écoute, Sens de la négociation Curiosité Localisation : Niort de préférence ou Le Mans Démarrage : immédiat Durée : longue visibilité (jusqu’à 3 ans) Télétravail : 2 jours/semaine non négociable","Niort, Nouvelle-Aquitaine",,https://www.free-work.com/fr/tech-it/ingenieur-en-cybersecurite/job-mission/mission-coordinateur-cybersecurite-niort,"
      Freelance
    "
"
      Expert Cybersécurité GRC Dora
    ","GRC - Mission Cyber Risk Management & DORA Consultant Dans le cadre de la DCRN (Direction Cybersécurité et Risques Numériques) et plus particulièrement au sein du département GRC (Gouvernance, Risque, Conformité). Le département GRC est en charge notamment des sujets suivants : ? Cartographie des risques cyber ? Audits et remédiations cyber ? Gestion de la conformité cyber et notamment à la règlementation DORA ? Gestion de crise & Cyber Résilience ? L'animation sécurité des filiales ? Animation de la communauté des CSSI Le consultant devra fournir les prestations suivantes : ? En lien avec la règlementation DORA, contribuer au projet de classification des actifs en fonction des risques et notamment : ? Homogénéiser et améliorer les processus de classification des actifs sur les volets suivants : gouvernance, organisation, rôles et responsabilités, méthodologie, alignement avec la réglementation, outils. ? Définir une méthodologie de classification des actifs en fonction des risques ? Accompagner la campagne de réévaluation des actifs selon le processus définis ? Piloter la mise à jour de la documentation relative à la classification des actifs ? Intervenir en support sur le périmètre d'activité du Référent Risk Management impacté par le réglementation DORA: ? Cartographie des risques cyber (EBIOS RM) ? Formalisation de processus : acceptation de risques, cadre de gestion des risques… ? Traitement des acceptations de risques ? Préparation des comités (risques, dérogations…) ? Travaux sur outil EGERIE Risk Manager Profil Ingénieur cyber sécurité (Bac+5) Plus de 5 ans d'expérience en cybersécurité Compétences ISO 27001 ; 27002 ; 27005 ; NIST Règlementations NIS, DORA EBIOS RM EGERIE Risk Manager Livrables attendus Cartographie des risques cyber Procédure de classification des actifs de l'entreprise Procédure de gestion des acceptations de risque Procédure de cadre de gestion des risques cyber Cartographie des risques cyber mise à jour Formalisation de processus de sécurité Suivi des dérogations et vulnérabilités Reporting activités Depuis 20 ans Huxley est positionné parmi les acteurs principaux du recrutement dans le monde. Spécialisé dans l'IT, la finance et l'assurance nous sommes implantés mondialement dans 15 pays. Nous aidons nos clients à optimiser leur recrutement en adoptant une approche personnalisée et une expertise métiers, délivrant ainsi un service sur mesure. Nous nouons quotidiennement des relations avec les talents et les entreprises les plus dynamiques du marché","Île-de-France, France",600-650 €⁄j,https://www.free-work.com/fr/tech-it/ingenieur-en-cybersecurite/job-mission/expert-cybersecurite-grc-dora,"
      Freelance
    "
"
      Consultant GRC - Pilote d'audit (NIORT 3j semaine) 
    ","Descriptif de la mission : • Suivre la feuille de route des contrôles SSI du groupe • Définir le contexte de l’audit avec nos relais cybersécurités et les équipes techniques • Préparer et animer les différentes réunions (cadrage, audit, restitution…) • Assurer la planification du contrôle et de son organisation du point de vue administratif et matériel • D’alerter sur les dérives à votre référent • Effectuer le reporting à travers la réunion hebdomadaire du service • Apporter un regard neuf sur le processus • Proposer des idées de contrôles récurrents (automatisation) • Rédiger le cadrage des contrôles avec nos cabinets d’audits • Suivi de l’avancer des audits ainsi que de rédiger les comptes rendus des réunions Compétences : • Avoir déjà encadré ou réalisé des audits techniques (3 ans) • Avoir de l’expérience dans le domaine informatique (5 ans) • Pentester voulant apprendre le pilotage serait un plus • Formation ISO 27001 lead auditor serait un plus Le lieu : Niort – Chauray Le télétravail au rythme  : • 2 jours de télétravail par semaine • 3 jours sur site","Niort, Nouvelle-Aquitaine",100-440 €⁄j,https://www.free-work.com/fr/tech-it/consultant/job-mission/consultant-grc-pilote-daudit-niort-3j-semaine,"
      Freelance
    "
"
      Consultant GRC - Mission Cyber Risk Management & DORA
    ","Descriptif de la mission : GRC - Mission Cyber Risk Management & DORA Consultant Dans le cadre de la DCRN (Direction Cybersécurité et Risques Numériques) et plus particulièrement au sein du département GRC (Gouvernance, Risque, Conformité). Le département GRC est en charge notamment des sujets suivants : Cartographie des risques cyber Audits et remédiations cyber Gestion de la conformité cyber et notamment à la règlementation DORA Gestion de crise & Cyber Résilience L’animation sécurité des filiales Animation de la communauté des CSSI En lien avec la règlementation DORA, contribuer au projet de classification des actifs en fonction des risques et notamment : Homogénéiser et améliorer les processus de classification des actifs sur les volets suivants : gouvernance, organisation, rôles et responsabilités, méthodologie, alignement avec la réglementation, outils. Définir une méthodologie de classification des actifs en fonction des risques Accompagner la campagne de réévaluation des actifs selon le processus définis Piloter la mise à jour de la documentation relative à la classification des actifs Intervenir en support sur le périmètre d’activité du Référent Risk Management impacté par le réglementation DORA: Cartographie des risques cyber (EBIOS RM) Formalisation de processus : acceptation de risques, cadre de gestion des risques… Traitement des acceptations de risques Préparation des comités (risques, dérogations…) Travaux sur outil EGERIE Risk Manager Livrables attendus • Cartographie des risques cyber • Procédure de classification des actifs de l’entreprise • Procédure de gestion des acceptations de risque • Procédure de cadre de gestion des risques cyber • Cartographie des risques cyber mise à jour • Formalisation de processus de sécurité • Suivi des dérogations et vulnérabilités • Reporting activités Profil • Ingénieur cyber sécurité (Bac+5) • Plus de 5 ans d’expérience en cybersécurité Compétences • ISO 27001 ; 27002 ; 27005 ; NIST • Règlementations NIS, DORA • EBIOS RM • EGERIE Risk Manager","Paris, France",600-650 €⁄j,https://www.free-work.com/fr/tech-it/consultant-securite-et-reseaux/job-mission/consultant-grc-pilote-daudit,"
      Freelance
    "
