job-title,job-description,job-location,job-salary,job-url,job-type
"
      Un Administrateur Notes Domino Habilité sur le 95
    ","Smarteo recherche pour l'un de ses clients, Un Administrateur Lotus Notes Domino Habilité sur le 95 Description: Prestation d'administration exploitation Notes Domino. Traitement des incidents et demandes de services sur ServiceNow, traitement des demandes IT sur Jira, Description de la mission : Administration des bases NOTES de notre client sur environnement LINUX, DOMINO V12 et WINDOWS/DOMINO 8.5 Missions Principales : Administrations des bases notes (bases utilisateurs, Mail-in, Bases applicatives, ressources) Gestions des certificats DOMINO, des politiques NOTES, des groupes NOTES, des IDs, des coffres d?IDs, des ressources et salles de visioconférence sur demande utilisateur Réalisation des tâches de MCO (purges, archivages des logs, migrations de bases, optimisation, DAOS, requêtes adminp ?) Suivi des incidents (utilisateurs et serveurs) et dépannage en horaires décalés, avec astreintes en heures non ouvrées Ouverture et suivi des case éditeur HCL Réalisation des installations et mises à jour DOMINO Interaction avec les autres équipes de run (réseau, système, pilotage) Communications avec le client (réunions, échanges de courriers) Support à la demande de l'équipe projet Plage Horaire 7h/19hn 5 jours sur 7, avec possibilité d'astreintes en HNO. Travail dans une zone « site sûr », application de consignes de sécurité très stricte. Le collaborateur devra faire l'objet d'une habilitation. Si vous êtes intéressé, merci de me faire parvenir votre TJM ainsi que votre CV à jour au format Word Plage Horaire 7h/19hn 5 jours sur 7, avec possibilité d'astreintes en HNO. Travail dans une zone « site sûr », application de consignes de sécurité très stricte. Le collaborateur devra faire l'objet d'une habilitation. Missions Principales : Administrations des bases notes (bases utilisateurs, Mail-in, Bases applicatives, ressources) Gestions des certificats DOMINO, des politiques NOTES, des groupes NOTES, des IDs, des coffres d?IDs, des ressources et salles de visioconférence sur demande utilisateur Réalisation des tâches de MCO (purges, archivages des logs, migrations de bases, optimisation, DAOS, requêtes adminp ?) Suivi des incidents (utilisateurs et serveurs) et dépannage en horaires décalés, avec astreintes en heures non ouvrées Ouverture et suivi des case éditeur HCL Réalisation des installations et mises à jour DOMINO Interaction avec les autres équipes de run (réseau, système, pilotage) Communications avec le client (réunions, échanges de courriers) Support à la demande de l'équipe projet","Bezons, Île-de-France",100-500 €⁄j,https://www.free-work.com/fr/tech-it/administrateur-bdd/job-mission/un-administrateur-notes-domino-habilite-sur-le-95,"
      Freelance
    "
"
      Consultant cybersécurité Cyberark PAM junior
    ","Dans le cadre d’un renfort, mon client recherche son Consultant cybersécurité cyberark. Le rythme de travail est de deux de jours de remote par semaine. Au sein de l’équipe Support IAM et sous la responsabilité du Responsable Support vos missions seront les suivantes : Traiter les demandes d’incidents remontées par les clients Identifier les problèmes, analyser leur cause, proposer et mettre en œuvre un plan d’actions correctif Support N3 sur les solutions cyberark, wallix , okta Installation et déploiement des patchs de sécurité éditeur, des mises à jour éditeur et des patchs OS Installation des composantes cyberark (PSM,Vault,etc..) , wallix (Bastion , access manager) Développer et mettre en œuvre des workflows Déplacements chez les clients à prévoir Participer au roulement d’astreintes Possibilité de travailler chez des clients en Régie Assurer le pilotage des incidents critiques et majeurs avec les clients et partenaires (constructeurs, éditeurs, sous-traitants) Assurer un suivi régulier des incidents en cours avec les clients pour assurer la satisfaction client Issu(e) d’une formation en cybersécurité et/ou en télécoms . Vous possédez 3 ans d’expérience minimum en tant que Consultant cybersécurité cyberark (H.F) Vous avez déjà réaliser support de niveau 3 , vous connaissez des langages de programmation tels que Python, java, C/C++ La connaissance des bases de données tels LDAP, SQL ou Oracle DB2 est un plus. Hays plc est l’un des principaux groupes mondiaux de recrutement de professionnels. Hays est l’expert du recrutement de personnes qualifiées, professionnelles et compétentes dans le monde entier. Hays est le leader du marché au Royaume-Uni et en Asie-Pacifique et également l’un des leaders du marché en Europe continentale et en Amérique latine. Hays intervient pour le compte de milliers d’entreprises des secteurs privé et public, sur des postes en CDI, CDD, Travail Temporaire et Contracting. Hays France & Luxembourg compte aujourd’hui plus de 650 salariés répartis au sein de 22 bureaux (Aix-en-Provence, Amiens, Biarritz, Bordeaux, Clermont-Ferrand, Dijon, Grenoble, La Rochelle, Lille, Lyon, Montpellier, Nancy, Nantes, Nice, Paris, Reims, Rennes, Rouen, Strasbourg, Toulouse, Tours et au Luxembourg) couvrant 25 secteurs d’activité.","Paris, France",400-480 €⁄j,https://www.free-work.com/fr/tech-it/ingenieur-en-cybersecurite/job-mission/consultant-cybersecurite-cyberark-pam-junior,"
      Freelance
    "
"
      Ingénieur Support Sécurité IAM H/F
    ","Ingénieur Support Sécurité IAM Description de la mission et des activités : Au sein de l’équipe Support IAM et sous la responsabilité du Responsable Support vos missions seront les suivantes : - Traiter les demandes d’incidents remontées par les clients - Identifier les problèmes, analyser leur cause, proposer et mettre en œuvre un plan d’actions correctif - Support N3 sur les solutions cyberark, wallix , okta - Installation et déploiement des patchs de sécurité éditeur, des mises à jour éditeur et des patchs OS - Installation des composantes cyberark (PSM,Vault,etc..) , wallix (Bastion , access manager) - Développer et mettre en œuvre des workflows - Déplacements chez les clients à prévoir - Participer au roulement d’astreintes - Possibilité de travailler chez des clients en Régie - Assurer le pilotage des incidents critiques et majeurs avec les clients et partenaires (constructeurs, éditeurs, sous-traitants) - Assurer un suivi régulier des incidents en cours avec les clients pour assurer la satisfaction client - Analyser tous les problèmes impactant les interfaces entre les produits IAM et les applications sources et cibles - Analyser les incidents sur les différentes bases de données et annuaires nécessaires à la gestion des personnes, des accès et structures (LDAP, bases SQL) - Développer l’entraide et le partage de bonnes pratiques au sein de l’équipe - Rendre compte de son activité et alerter si nécessaire - Expérience dans le domaine des activités de RUN - Langage de programmation Java/ Python/ Perl/ C/ C++ Environnements techniques : Langages Web : Javascript, HTML, CSS Outils collaboratifs :SVN, GIT Vous maitrisez les technologies, Cyberark, Wallix Varonis, Ping, Okta Annuaire et base de données : LDAP, SQL, Oracle/DB2","Île-de-France, France",,https://www.free-work.com/fr/tech-it/ingenieur-en-cybersecurite/job-mission/ingenieur-support-securite-iam-h-f-1,"
      Freelance
    "
"
      NV - Administrateur réseaux et sécurité
    ","Bonjour Je recherche un Administrateur Réseau et Sécurité. Equipe réseaux composé d’un expert à distance qui pilote des équipes réseaux. 90 de RUN (troubleshooting N2/N3) et 10 de BUILD. Réseaux : LAN, WAN, WIFI (constructeur HP et Cisco) Firewall : Palo Alto (en priorité) ou Fortinet (en secondaire) Démarrage: ASAP Lieu : Nantes avec 1 jour de TT par semaine (non négociable) Durée : 1 an renouvelable Pour tout intérêt, merci de m’envoyer votre cv. Cordialement, Nathalie Profil avec au moins 5 ans d’expérience La réussite d’une entreprise repose sur le travail de ses collaborateurs. Chez TEKsystems , nous comprenons les personnes. Chaque année, nous plaçons plus de 80 000 professionnels de l’informatique, dont plusieurs milliers en CDI à travers le monde. Notre connaissance approfondie de la gestion du capital humain nous permet d’aider nos clients à atteindre leurs objectifs métier, tout en optimisant leurs stratégies en matière de personnel informatique","Nantes, Pays de la Loire",,https://www.free-work.com/fr/tech-it/administrateur-reseaux/job-mission/nv-administrateur-reseaux-et-securite,"
      Freelance
    "
"
      Architecte Infrastructure F/H
    ","Notre client dans le secteur Assurance recherche un Architecte Infrastructure H/F Descriptif de la mission: Le service d'architecture réseau conçoit, développe, fournit et soutient ces produits et services qui contribuent fortement à l'initiative du programme One Network. Services : - Le service d'architecture des produits de réseau sera chargé de définir, d'annoncer et de garantir la fourniture de solutions durables, robustes et sécurisées. Domaine de responsabilité : - Le service contribue et soutient l'évolution du produit à moyen et long terme et l'amélioration continue du produit. - Le service gère le conseil, la sélection, la conception, la construction sécurisée et l'intégration des produits concernés. Produits livrables : - Activités principales du service : Onboarding de nouvelles entités pour notre client français sur leur domaine de confiance pour LAN, WLAN et SDWAN. Refonte des réseaux LAN et WLAN pour les bureaux à l'étranger. Evolution du produit SDWAN pour les communications intercontinentales. - Le candidat dispose d'une très forte expertise dans les modèles de conception de sites distants, les solutions de sécurité et les meilleures pratiques en matière d'infrastructure informatique. - Le candidat possède une expertise dans la gestion de l'infrastructure WAN, - Expertise en matière d'infrastructure LAN et sans fil. - Service ayant une expertise sur toutes les technologies déployées dans les environnements globaux LAN, WAN et SD-WAN. - Conception et mise en œuvre de Cisco Catalyst SD-WAN - Mise en œuvre et gestion de Cisco Catalyst - Mise en œuvre et gestion de réseaux sans fil utilisant des produits Cisco - Mise en œuvre et gestion de Cisco DNA et d'autres outils de gestion - Mise en œuvre et gestion de Cisco Viptela - Mise en œuvre et gestion de Cisco Meraki - Mise en œuvre et gestion de l'ISE (NAC) - Mise en œuvre et gestion de NGFW - Mise en œuvre et gestion d'autres solutions LAN, sans fil et SDWAN Prérequis : Expérience en réseau DC, Cloud, produits de sécurité réseau, SASE, VPN (Cisco, F5), Firewalling (Checkpoint, Palo Alto, Cisco, Algosec), Secure Web Gateways, technologies de segmentation et services d'identité, voix seront appréciés. Expertise dans la mise en œuvre des exigences d'un projet de réseau, assurant la préparation de l'entreprise et fournissant un soutien au fonctionnement normal dans un environnement complexe à locataires multiples. En charge de recueillir, de combiner et d'analyser les exigences commerciales et techniques des parties prenantes essentielles. Service consistant à recommander des conceptions et des solutions technologiques appropriées qui s'alignent sur les exigences commerciales, la stratégie technique de l'entreprise et qui fournissent la solution la plus efficace et la plus rentable. Capable d'opérer dans un environnement mondial multiculturel et difficile. Compétences / Qualités indispensables: Architecture Infrastructure ,anglais courant,cisco meraki, viptela, ACI, ,F5,Palo alto Expérience en réseau DC, Cloud, produits de sécurité réseau, SASE, VPN (Cisco, F5), Firewalling (Checkpoint, Palo Alto, Cisco, Algosec), Secure Web Gateways, technologies de segmentation et services d'identité, voix seront appréciés. Le service d'architecture réseau conçoit, développe, fournit et soutient ces produits et services qui contribuent fortement à l'initiative du programme One Network.","Paris, France",650-680 €⁄j,https://www.free-work.com/fr/tech-it/architecte/job-mission/architecte-infrastructure-f-h-10,"
      Freelance
    "
"
      Consultant MOE BI T.SQL_SSIS Sénior/ Socle Data
    ","Compétences impérativement exigées : ➢ Compétences techniques ▪ Conception / Modélisation BI (Flux & modèles de données) ▪ Expériences significatives sur la mise en place complète de projets BI Data ETL (conception, modélisation, réalisation) et sur le RUN en environnement Full Microsoft (SSIS, SQL Server : Modélisation, procédures stockées, optimisation SQL, etc.). ▪ Connaissance et mise en œuvre de la suite Microsoft AZURE DEVOPS (Git, Board Agile, Pipeline de déploiement CI/CD). ▪ Anglais professionnel. ➢ Compétences organisationnelles ▪ Expérience significative sur l’implémentation de projets BI d'intégration de données (datawarehouse & datamarts) ▪ Avoir la capacité de mener des mini-projets en autonomie tout en étant accompagné par un(e) maitrise d’ouvrage et/ou le métier. ▪ Capacité à s’organiser, à s’adapter sur les priorités, à synthétiser l’état d’avancement de ses activités et à remonter les alertes si besoin. ▪ Compétence(s) appréciée(s) : ➢ Métiers Logistique (facultatif) ➢ Technologies Reporting BI : TABLEAU, IBM Cognos (facultatif) ➢ Travail avec un partenaire offshore ➢ Certifications sur la suite MSBI (facultative) ▪ Descriptif détaillé de la mission : ➢ Assurer le RUN des applications existantes (ETL, Bases de données, support niveau 3) ➢ Comprendre les enjeux métier, problématiques à résoudre et opportunités à concrétiser. ➢ Echanger et challenger les besoins métiers avec les équipes AMOA BI en tenant compte des contraintes techniques. ➢ Proposer, concevoir et spécifier des solutions techniques viables, évolutives et tenant compte de l'existant. ➢ Rédaction des documents techniques (spécification techniques, document d’exploitation…etc). ➢ Conseiller, proposer des axes d'amélioration, alerter si besoin. ▪ Environnement technique de la mission : ➢ Socle Data : SSIS, SQLServer (2016), procédures stockées, Azure DevOps (Git, Board Agile, Pipeline de déploiement CI/CD) ➢ Reporting : COGNOS BI 10.2 et 11 & Tableau Profil : ▪ Bon relationnel, sens de la communication, qualité d’expression orale et écrite, appétence au travail collaboratif et aux problématiques fonctionnelles ▪ Être force de proposition ▪ Méthodologie, organisation, rigueur ▪ Capacité de synthèse et d'analyse ▪ Capacité à travailler en équipe, à s'adapter à différents interlocuteurs, sens du service, écoute, humilité et ouverture d'esprit. ▪ Environnement technique de la mission : ➢ Socle Data : SSIS, SQLServer (2016), procédures stockées, Azure DevOps (Git, Board Agile, Pipeline de déploiement CI/CD) ➢ Reporting : COGNOS BI 10.2 et 11 & Tableau","Paris, France","50k-77k €⁄an, 500-680 €⁄j",https://www.free-work.com/fr/tech-it/administrateur-sql/job-mission/consultant-moe-bi-t-sql-ssis-senior-socle-data,"
      Freelance
     
      CDI
    "
"
      Vulnerability Manager - Paris - BANQUE/FINANCE
    ","Date de démarrage: ASAP Lieu: Paris 3 jours sur site et 2 jours de télétravail Durée: 12 mois + extension TJM: 600 euros/jours Contexte : Pour soutenir notre stratégie commerciale et notre transformation numérique, nous mettons en place une nouvelle pratique de sécurité de l'information afin d'assurer une réponse coordonnée à la menace croissante de la cybersécurité. Notre vision de la sécurité de l'information est de protéger nos parties prenantes en sécurisant nos ressources d'information, en gérant nos cyber-risques et en permettant des stratégies commerciales efficaces et efficientes qui sont entièrement parrainées par les dirigeants et soutenues par tous les employés. Expertise en cybersécurité requise autour d'une plateforme de gestion des vulnérabilités telle que Qualys - Expertise sur les vulnérabilités et la conformité (sécurité et expertise technique) . travail sur Qualys ou un autre outil de gestion des vulnérabilités tel que IBM Security QRadar, Greenbone, ITarian, NinjaOne ect.... . Connaissance du cadre de sécurité CIS et Mitre Att&ck - Connaissances ISAF, PSS, Pentest, ISO, - Connaître, comprendre et identifier les besoins nécessaires à la mise en place d'un service opérationnel - Comprendre les exigences du client et garantir leur couverture par l'outil. LIVRABLES: Tous les livrables doivent être fournis et présentés en anglais. - Contrôles et mesures, POC, évaluations - Documentation technique de l'interface - Mise en œuvre de nouveaux contrôles - Transition vers le mode d'exécution Dans le cadre de sa stratégie, nous aimerions construire un référentiel central : Identifier les sources de vulnérabilités de sécurité ; Mettre à jour les instructions de sécurité pour favoriser la remédiation des vulnérabilités ; lancer un PoC sur un sous-ensemble d'entités et un sous-ensemble de sources (produits de classe 1 uniquement). Avantages : Réduire le coût de la remédiation des vulnérabilités sans augmenter le risque. Pour cela, nous avons besoin de renforcer notre équipe d'experts techniques : Le service fera ce qui suit ; - Travailler avec l'équipe de sécurité du groupe GO Security & Product - Fournir une analyse claire et approfondie de chaque source - Être capable de créer de nouvelles mesures techniques pour les vulnérabilités et de les ajouter à l'ensemble des données. - Aider à construire des processus opérationnels cibles pour le mode run du déploiement afin de s'assurer que le champ d'application est couvert - Documenter tous les transferts à l'équipe Run","Paris, France",100-600 €⁄j,https://www.free-work.com/fr/tech-it/application-manager/job-mission/vulnerability-manager-paris-banque-finance,"
      Freelance
    "
"
      Consultant Power BI (H/F) - 92
    ","Descriptif de mission : Rôle de Tech Lead pour l’équipe en place mais aussi de Développeur Relation avec les métiers pour le recueil de besoin (questionnement et approfondissement des cahiers des charges) Analyse et rédaction des spécifications techniques Modélisation de base de données Développement des projets en environnement full Microsoft : SQL Server, SSIS, cube SSAS sur Azure Cloud, PowerBI Animation de la communauté utilisateurs (formation, animation) Support Utilisateurs (outil de ticketing ServiceNow) Monitoring, résolution des bugs en production Mettre en place des bonnes pratiques (pour l’équipe de Développement + pour les utilisateurs finaux) Force de proposition pour amélioration de la plateforme Compétences requises : Maîtrise forte de l’ensemble de la chaine Microsoft : SQL Server, SSIS, SSAS, Power BI Maîtrise du langage SQL Connaissance Azure Cloud et langage Python est un plus Capacité à travailler en équipe et en autonomie Bon communicant avec tous vos interlocuteurs (ex : les différents métiers, direction, etc. ) Bonne capacité d’analyse et rigoureux Force de proposition, Capable de prendre des initiatives Anglais : au moins écrit, oral apprécié (technique) A division of Tenth Revolution Group, Frank Recruitment Group is a specialist technology recruitment business operating from 24 offices across North America, EMEA and Asia Pacific. This enables the company to cover expansive geographic areas and assists in creating one global process, with the same training, systems, database and management structure and most importantly one global culture. The business focuses on specialist product markets exhibiting strong growth and supply shortages in which it can become the recognised brand leader, with seven unique brands each focused on delivering world-leading talent for one specific technology: Nigel Frank International (Microsoft), Mason Frank International (Salesforce), Jefferson Frank (AWS), Washington Frank International (ERP), Anderson Frank International (NetSuite), Nelson Frank (ServiceNow), and FRG Technology Consulting (emerging and specialist tech). For more information, visit frankgroup.com","Hauts-de-Seine, France",400 €⁄j,https://www.free-work.com/fr/tech-it/consultant/job-mission/consultant-power-bi-h-f-92,"
      Freelance
    "
"
      Expert sécurité et vulnérabilité
    ","Description : 1/Context: * To support our business strategy and digital transformation, the client is setting up a new information security practice to ensure a coordinated response to the increasing threat of cybersecurity. Our vision of information security is to protect our stakeholders by securing our information resources, managing our cyber risks and enabling effective and efficient business strategies that are fully sponsored by executives and supported by all client employees. 2/Services: As part of its strategy, we would like to build a central repository : Identify the sources of security vulnerabilities; Update the security instructions to foster vulnerability remediation; launch a PoC on a subset of entities and a subset of sources (class1 products only) Benefits: Reduce the cost of vulnerability remediation without increasing the risk For that we need to reinforce our technical expert team : The Service will do the following; * Work with Group Security GO Security & Product team * Deliver clear and thorough analysis of each source - Be able to create technical new measurement for vulnerability and add it in the datalake * Help build operational target processes for the run mode of deployment to ensure that the scope is cover * Document all the handover to Run team Expertise Cybersecurity expertise required * Expertise on vulnerability& compliance (Security& technical expertise) - work on Qualys or these type of Product * ISAF, CIS, PSS, Pentest, ISO, * Know, understand and identify necessary requirements to build an operational service * Understand client's requirements and guarantee their coverage by the tool 3/Deliverables: All deliverables must be provided and presented in English. * Controls & mesasurement POC, assesments * Technical Documentation of interface * New controls implemented * Transition to run mode Depuis 20 ans Huxley est positionné parmi les acteurs principaux du recrutement dans le monde. Spécialisé dans l'IT, la finance et l'assurance nous sommes implantés mondialement dans 15 pays. Nous aidons nos clients à optimiser leur recrutement en adoptant une approche personnalisée et une expertise métiers, délivrant ainsi un service sur mesure. Nous nouons quotidiennement des relations avec les talents et les entreprises les plus dynamiques du marché","Île-de-France, France",600-700 €⁄j,https://www.free-work.com/fr/tech-it/administrateur-securite/job-mission/expert-securite-et-vulnerabilite,"
      Freelance
    "
"
      Ingénieur Réseau et Cybersécurité
    ","On recherche pour notre client final grand compte un Ingénieur réseau et Cyber Sécurité pour déployer la cybersécurité dans les usines sur les sites monde. Plusieurs usines sont complètement déployées, il est nécessaire désormais de garantir un bon niveau de cyber sécurité sur ces usines en assurant l'amélioration continue. La prestation s'inscrit dans le cadre de la stratégie de maintien et de renforcement de la cybersécurité en usine à travers les actions suivantes : o Maintenir et faire évoluer la stratégie de segmentation et les matrices de sécurité associées. o Maintenir et faire évoluer la stratégie cybersécurité en prenant en compte les nouveaux cas d'usage (IT/OT) et les nouvelles interconnexions (OT/IT, WiFi, Cloud...). o Participer à l'animation de suivi des règles des firewall et des dérogations correspondantes. o Mettre en cohérence les référentiels sur les différents sites (subnet, vlans, standard des équipements...). o Proposer des améliorations du suivi ou du standard de segmentation. Proposer une optimisation des règles. o Accompagner les nouveaux projets IIOT/OT afin d'assurer des déploiements en accord avec la stratégie sécurité . - Expertise Réseau et cyber dans le milieu industriel - Expérience de 10 ans au moins, avec des missions longues (au moins 2 ans dans le même poste) - Connaissance de l'industrie - Capacité a communiquer, expliquer, synthétiser, au reste de l'équipe. Ingénieur réseau et Cyber Sécurité pour déployer la cybersécurité dans les usines sur les sites monde. réseaux  [Pratiqué] cybersécurité  [Pratiqué] Industrie  [Pratiqué] Langues Anglais  [Intermédiaire] (Un bon Anglais technique)","Le Plessis-Robinson, Île-de-France","10k-200k €⁄an, 100-3k €⁄j",https://www.free-work.com/fr/tech-it/ingenieur-en-cybersecurite/job-mission/ingenieur-reseau-et-cybersecurite-1,"
      Freelance
     
      CDI
    "
