job-title,job-description,job-location,job-salary,job-url
ingénieur informatique cybersécurité informatique N3 (H/F) (IT) / Freelance,"BUILD Construction et développement de la réponse à incident 
<br>1. Construction des référentiels documentaires nécessaires à la réponse à incidents 
<br>a. RACIs avec les équipes concernées 
<br>b. Comitologie et reporting 
<br>c. Documentation/outillage pour le suivi du sujet et le partage de connaissance 
<br>
<br> 2. Résilience du CSIRT 
<br>a. Définition de moyens de communications de crise, etc. 
<br>b. Définitions de futurs outils 
<br>
<br> 3. Amélioration continue des fiches reflexes utilisées par le N2 de réponse à incidents 
<br>a. Travail avec le N2 pour comprendre les contraintes métiers 
<br>b. Mise à niveau des pratiques par rapport à PICERL 
<br>c. Formaliser les chemins d?escalade vers le CSIRT et leurs conditions 
<br>d. Formation du N2 
<br>
<br> 4. Développement des capacités de détection et d?analyse des incidents et événements de sécurité 
<br>a. Participation aux réunions avec les divers MSSP 
<br>b. Participation à la vie et à l?amélioration continue du SOC 
<br>c. Gestion des exceptions de l?ensemble des outils de détection d?incidents de sécurité (SOC, EDR, NDR, ITP, etc) 
<br>
<br> 5. Automatisation 
<br>a. Identification des possibilités d?automatisation 
<br>b. Implémentation des automatisations identifiées via MindFlow 
<br>
<br> RUN Suivi des incidents 
<br>1. Implication sur les incidents majeurs 
<br>a. Analyse forensique (Windows, Linux, appliances réseau, etc.) 
<br>b. Réponse et suivi d?incident 
<br>c. Reporting 
<br>
<br> 2. Traitement des incidents escaladés formellement 
<br>
<br> 3. Assistance au N2 pour le traitement des incidents 
<br>a. Assistance au traitement des incidents rares 
<br>b. Assistance au traitement des incidents ayant des ramifications mal-comprises 
<br>
<br> Dans ce cadre, les missions de l?expert cybersécurité réponse à incident seront : 
<br>1. Participer à l?amélioration continue des fiches reflexes utilisées par le N2 et amélioration des pratiques de réponses à incidents globales 
<br>2. Gestion de projets, définition de procédures et processus de travail inter-équipe 
<br>3. Aider le N2 sur le traitement des incidents de sécurité 
<br>4. Participer au développement du CSIRT via les axes de développement des capacités de détection et la résilience du CSIRT 
<br>5. Participer à la communautés Cyber du client en proposant des améliorations aux niveaux gouvernance, durcissements, prévention etc. aux parties prenantes concernées 
<br>
<br> <b>Profil recherché :</b>
<br> ? Expert N3 en réponse à incident avec plusieurs années d?expérience au sein d?un SOC ou CSIRT 
<br>? Connaissances génériques des outils type EDR, NDR, etc. 
<br>? Forte autonomie, proactivité et rigueur 
<br>? Anglais professionnel",78140 Vélizy-Villacoublay,De 600 € à 700 € par jour,https://fr.indeed.com/viewjob?jk=dcd4ec78a4780210&tk=1hp8oim2rjk9480l&from=serp&vjs=3
Expertise Carl Source (2j /semaine; Habilitation) (IT) / Freelance,"engIT Paris, à aujourd'hui, l'opportunité de vous proposé une opportunité, de compléter votre mission actuelle, au rythme de 2 jours par semaine en distenciel. 
<br>
<br> engIT est une jeune société d'ingénierie, dédiée à l'innovation, animée par des passionnés de technologies et d?innovation en IT créée en 2017 à Sophia Antipolis et aujourd'hui présente à Nice, Aix, Lille, Paris et Monaco... 
<br>
<br> Objets connectés, IA, Big Data, Deep Learning, véhicules autonomes, réalité augmentée, UX, logiciels embarqués, cyber sécurité, Blockchain, Cloud, mobilité, ne sont qu?une partie de nos centres d'intérêts. 
<br>
<br> <b>L?équipe engIT Paris, recherche un/une :</b> ""Expert Carl Source"" afin d'accompagner la DSI d'un de ses clients premium. 
<br>
<br> <b>Profil candidat:</b>
<br> Pour réaliser cette mission, vous devrez justifier d'une expertise concrète, sur la solution de GMAO, Carl Source. 
<br>
<br> Vous serez amené à intervenir au sein des équipes dédiées de la DSI du client, en tant qu'expert, afin de les accompagner, sur centaines tâches clefs liées à la solution, comme la réalisation des mises à jour, le support, l'administration avancée, l'expertise...",78140 Vélizy-Villacoublay,De 350 € à 450 € par jour,https://fr.indeed.com/viewjob?jk=63a2853d23e64bad&tk=1hp8oim2rjk9480l&from=serp&vjs=3
ingenieur informatique INTEGRATEUR CYBER SENIOR (IT) / Freelance,"Pour l?un de nos clients grand compte basé en IDF, dans le cadre d?une mission longue durée, nous recherchons un Un Ingénieur Intégrateur Cybersécurité Senior. 
<br>
<br> <b>Missions :</b>
<br> contribuer au choix de l?architecture de la solution de sécurité et assurer l?assemblage au sein du SI. 
<br>Intégration de solutions de sécurité ( installation, paramétrage et durcissement ) 
<br>
<br> <b>Profil recherché :</b>
<br> profil confirmé à senior (5 ans MINIMUM) 
<br>être capable de faire des choix d?architecture 
<br>capacité rédactionnelle",Paris (75),De 400 € à 550 € par jour,https://fr.indeed.com/viewjob?jk=8fcc5ff79e55c47e&tk=1hp8oim2rjk9480l&from=serp&vjs=3
Chef de projet informatique cybersécurité informatique experimenté (IT) / Freelance,"<div>
 Contexte de la mission : Le consultant ne fait pas d?audit mais les suivis d?audit. 
 <br> L?équipe Cyber &amp; Service Delivery se renforce pour:
 <br> 
 <ul>
  <li>gérer et superviser la remédiation, auprès des équipes d?infrastructure, d?audits Cyber ;</li>
  <li>préparer et accompagner les audits à venir;</li>
  <li>proposer et faire appliquer des politiques d?amélioration continue.</li>
 </ul> 
 <br> Objectifs/Descriptif de mission :
 <br> Travailler en interaction ?active? avec les différents domaines de l?infrastructure: -
 <br> Core services ;
 <br> Modern workplace ;
 <br> Networks ;
 <br> Platform ;
 <br> Services desks &amp; end user support.
 <br> 
 <br> L?environnement de travail, à l?international, demande de solides compétences organisationnelles et interculturelles.
 <br> Expertise en environnement anglophone obligatoire.
 <br> 
 <br> Activités de la prestation
 <br> 1) Gérer et superviser, sous Service Now, la résolution des recommandations d?audits:
 <br> Ransomware ;
 <br> Cloud security ;
 <br> Obscolescence ;
 <br> 
 <br> 2) Assurer la communication
 <br> Animer des réunions trimestrielles, à audience Monde , d?avancement avec les directeurs de l?infrastructure et de la sécurité ;
 <br> Proposer des dashboards temps-réel de suivi: sous Service Now et/ou PowerBi.
 <br> 
 <br> 3) Participer et préparer les audits à venir
 <br> Préparer un agenda et un planning de charge, conjointement avec les directeurs de l?infrascture concernés ;
 <br> Participer aux réunions de workshop, kick-off et de restitutions avec les cabinets d?audit ;
 <br> Préparer, sous Service NOW, les recommandations d?audits (ENG, IPT, IPT_TASKS) avec les équipes d?infrastructure et les équipes Cyber.
 <br> 
 <br> 4) Proposer et faire appliquer des politiques d?amélioration continue :
 <br> Spécifier le besoin de nouveaux contrôles continues ;
 <br> Assurer le suivi, en RUN.
 <br> 
 <br> 
 <br> Profil candidat:
 <br> Contexte de la mission : Le consultant ne fait pas d?audit mais les suivis d?audit.
</div>",92110 Clichy,De 550 € à 700 € par jour,https://fr.indeed.com/viewjob?jk=58679639666a3ad9&tk=1hp8oim2rjk9480l&from=serp&vjs=3
SECURITY INCIDENT analyste informatique (IT) / Freelance,"L'analyste incident de sécurité identifie, catégorise, analyse et qualifie les évènements de sécurité en temps réel ou de manière asynchrone sur la base de rapports d'analyse sur les menaces. Il traite les incidents de sécurité avérés en support des équipes de réponse aux incidents de sécurité et participe aux cellules de crise. 
<br>
<br> Vous allez rejoindre l?équipe réponse aux incidents cyber au sein du Cyberdefense Operation Center. 
<br>
<br> <b>Contrainte forte du projet :</b> Contexte international 
<br>
<br> <b>Les livrables sont :</b> Ticketing 
<br>
<br> IRP,SOP,IRG 
<br>
<br> En tant qu?analyste DFIR/CTI vous allez rejoindre l?équipe réponse aux incidents cyber au sein du pôle Cyberdéfense. Vous serez le point de contact entre le volet réponse (DFIR) et le volet anticipation (CTI) pour faire adopter les bonnes pratiques de réponse axées sur la connaissance de la menace et la bonne utilisation de nos services de CTI. 
<br>
<br> L?objectif de la mission sera de réaliser activement de la veille sur la menace ainsi que répondre aux incidents cyber sur un périmètre couvrant le groupe ainsi que toutes ses filiales (35 000 collaborateurs dans le monde). 
<br>
<br> Pour arriver à cet objectif, vous mènerez à bien au quotidien les 10 missions suivantes : 
<br>
<br> <b>Sur le volet DFIR :</b>
<br> 1. Répondre aux incidents cyber avec un focus sur la menace traitée, les capacités de l?attaquant, son but, ; 
<br>
<br> 2. Mettre en place des workbooks DFIR (RE&amp;CT) pour automatiser le traitement des incidents cyber ; 
<br>
<br> 3. Mettre en place des threat playbook DFIR pour automatiser le traitement efficacement des menaces les plus récurrentes ; 
<br>
<br> 4. Améliorer la couverture de nos filiales en les aidant à adopter nos outils et processus pour aider Le Groupe à gagner en résilience chaque jour. 
<br>
<br> <b>Sur le volet CTI :</b>
<br> 5. Réaliser en continu une veille sur les différentes menaces cyber, plus spécifiquement sur les différents acteurs et leur modus operandi (tactiques, techniques, procédures &amp; indicateurs de compromission), 
<br>
<br> 6. Aider les équipes réponse &amp; détection à mieux comprendre les menaces émergentes et peu connues 
<br>
<br> 7. Mettre en place des workbooks CTI pour automatiser le traitement des alertes CTI 
<br>
<br> 8. Améliorer et tirer au maximum de la valeur de notre service de CTI externalisé, 
<br>
<br> 9. Enrichir, consolider et améliorer notre cartographie CTI, 
<br>
<br> 10. Participer à la promotion du service CTI Groupe auprès des autres équipes, filiales et directions 
<br>
<br> Confirmed (3 à 8 ans d'expérience dans l'activité) 
<br>
<br> Données complémentaires 
<br>
<br> <b>Profil candidat:</b>
<br> <b>Compétences techniques :</b> Gestion des incidents / demandes / problèmes - Confirmé - Impératif 
<br>
<br> Digital Forensics - Confirmé - Impératif 
<br>
<br> Cyber Threat intel - Confirmé - Impératif 
<br>
<br> Connaissances linguistiques Anglais Professionnel (Impératif)",La Défense (92),De 550 € à 660 € par jour,https://fr.indeed.com/viewjob?jk=ce633001274784ec&tk=1hp8oim2rjk9480l&from=serp&vjs=3
Security Risk Assessor consultant informatique (h/f) (IT) / Freelance,"<div>
 Au sein du programme (programme stratégique 2024-2026 de Group Security), la mission consiste à soutenir le projet 1 - Security Single Source of Truth, workstream ""Comprehensive security risk end to end view enabling timely remediation"" (vision globale des risques de sécurité de bout en bout permettant une remédiation rapide)
 <br> 
 <br> Ce support sera effectué sous la direction du propriétaire du workstream, de l'expert en matière de risque et du chef de projet organisationnel. Nous recherchons un expert en tant que consultant en évaluation des risques de sécurité ayant une expertise en analyse de données.
 <br> 
 <br> 
 <br> Portée du service
 <br> 
 <br> Pour ce projet, le service effectuera les tâches suivantes :
 <br> 
 <br> 
 <ul>
  <li>Collecter, traiter et analyser de grands ensembles de données, en veillant à l'exactitude et à l'exhaustivité des données.</li>
 </ul> 
 <br> 
 <ul>
  <li>Créer et maintenir des rapports et des tableaux de bord à l'aide de Power BI et Excel pour fournir des informations aux parties prenantes.</li>
 </ul> 
 <br> 
 <ul>
  <li>Concevoir et développer des modèles de données dans Power BI qui peuvent être utilisés pour l'analyse en libre-service.</li>
 </ul> 
 <br> 
 <ul>
  <li>Contrôler et évaluer en permanence l'efficacité des processus de gestion des risques et les mettre à jour si nécessaire.</li>
 </ul> 
 <br> 
 <ul>
  <li>Créer et présenter des exposés clairs et concis aux parties prenantes afin de présenter et de mettre en évidence les informations sur les données.</li>
 </ul> 
 <br> 
 <ul>
  <li>Travailler en collaboration avec des équipes interfonctionnelles pour prendre des décisions commerciales à l'aide de données analytiques.</li>
 </ul> 
 <br> 
 <ul>
  <li>Identifier, évaluer et hiérarchiser les risques et les vulnérabilités potentiels en matière de sécurité.</li>
 </ul> 
 <br> 
 <ul>
  <li>Communiquer les résultats de l'évaluation des risques, l'analyse et les recommandations de manière claire et concise aux parties concernées.</li>
 </ul> 
 <br> 
 <ul>
  <li>Identifier et suivre les incidents liés à la sécurité, les violations ou les problèmes de non-conformité, et formuler des recommandations de mesures correctives.</li>
 </ul> 
 <br> 
 <ul>
  <li>Assurer la supervision et le contrôle des projets, en veillant à ce qu'ils soient menés à bien dans les délais, dans les limites du champ d'application et dans le respect du budget.</li>
 </ul> 
 <br> 
 <ul>
  <li>Travailler en collaboration avec les parties prenantes de l'ensemble de l'organisation pour élaborer et tenir à jour des plans d'atténuation des risques.</li>
 </ul>
 <br> 
 <br> 
 <br> Profil candidat:
 <br> ? Expertise in risk assessments, threats and data analysis .
 <br> 
 <br> ? Expertise in cyber security, risk management. Industry certifications such as the Certified Information Systems Security Professional (CISSP), CISM, CRISC, ISO 27001
 <br> 
 <br> ? Minimum 5 years - expertise in project management within big organizations and able to manage multiple stakeholders
 <br> 
 <br> ? Collaborate with business and technical stakeholders to understand their data analysis needs and provide solutions accordingly
 <br> 
 <br> ? Possess working expertise of project management and PMO best practices
 <br> 
 <br> 
 <br> Technical Expertise
 <br> 
 <br> ? PowerBI
 <br> 
 <br> ? Excel
 <br> 
 <br> ? Stay up to date with the latest data analysis tools, CTI tools and techniques to optimize report development
 <br> 
 <br> ? English environment : mandatory
 <br> 
 <br> 
 <br> 
 <ul>
  <li>Expertise en matière d'évaluation des risques, de menaces et d'analyse des données.</li>
 </ul> 
 <br> 
 <ul>
  <li>Expertise en matière de cybersécurité et de gestion des risques. Certifications professionnelles telles que Certified Information Systems Security Professional (CISSP), CISM, CRISC, ISO 27001.</li>
 </ul> 
 <br> 
 <ul>
  <li>Au moins 5 ans d'expérience dans la gestion de projets au sein de grandes organisations et capacité à gérer plusieurs parties prenantes.</li>
 </ul> 
 <br> 
 <ul>
  <li>Collaborer avec les parties prenantes commerciales et techniques pour comprendre leurs besoins en matière d'analyse de données et fournir des solutions en conséquence.</li>
 </ul> 
 <br> 
 <ul>
  <li>Posséder une expertise pratique des meilleures pratiques en matière de gestion de projet et de PMO.</li>
 </ul> 
 <br> Expertise technique
 <br> 
 <br> 
 <ul>
  <li>PowerBI</li>
 </ul> 
 <br> 
 <ul>
  <li>Excel</li>
 </ul> 
 <br> 
 <ul>
  <li>Se tenir au courant des derniers outils d'analyse de données, des outils CTI et des techniques afin d'optimiser le développement des rapports.</li>
 </ul> 
 <br> 
 <ul>
  <li>Environnement anglophone : obligatoire</li>
 </ul>
</div>",Paris (75),De 500 € à 700 € par jour,https://fr.indeed.com/viewjob?jk=e21392f7ce7100f1&tk=1hp8oim2rjk9480l&from=serp&vjs=3
ingénieur informatique Cybersécurité informatique RUN (IT) / Freelance,"Descriptif de la mission 
<br>
<br> <b>Les objectifs de la mission consistent à :</b>
<br> Proposer des actions préventives et correctives pour élever le niveau de sécurité des systèmes 
<br>Assurer le suivi des analyses de vulnérabilités concernant les applications métiers (lancement des analyses, évaluation des risques, identification des travaux de remédiation) 
<br>Gérer les emails douteux (investigation, lien avec le département Sécurité, réponse aux utilisateurs). 
<br>Effectuer de l?investigation en cas d?incident de cyber sécurité 
<br>Proposer des actions et/ou déployer des solutions de remédiations pour pallier les failles de sécurité identifiées 
<br>Mettre les solutions adaptées en cas d?incident incident/problème de sécurité 
<br>Accompagner les architectes dans les phases projet afin de mettre en place by design des solutions intégrant la sécurité 
<br>Analyser périodiquement les vulnérabilités des systèmes 
<br>Rendre un avis concernant la cyber sécurité dans le cadre des comités d?architecture 
<br>
<br> Il s?agit d?une mission nécessitant une maturité certaine ainsi qu?une excellente connaissance des systèmes d?information. 
<br>
<br> <b>Compétences techniques requises :</b>
<br> Dans le cadre de cette mission, il est nécessaire que le soumissionnaire présente les compétences techniques suivantes : 
<br>Bonne connaissance du système d?information global et de la gouvernance du SI, 
<br>Bonnes connaissance des systèmes d?exploitation (Windows, RedHat) 
<br>Bonnes connaissances des réseaux et leurs protections 
<br>Bonnes connaissances en matière de cyber sécurité du SI. 
<br>
<br> <b>Compétences méthodologiques requises :</b>
<br> Rigueur, capacité d?anticipation et sens de la méthode, 
<br>Autonome, empathique et sens de la pédagogie, 
<br>Esprit de synthèse et capacité à prioriser les problématiques de manière à avoir une vision globale du système d?information de l?entreprise et de la cible à atteindre, 
<br>Qualités relationnelles et diplomatie, 
<br>Qualités rédactionnelles pour la publication des livrables projet. 
<br>Pouvoir expliquer aux chefs de projet, aux architectes et aux différentes divisions de la DSI, l?importance et la criticité des aspects cyber sécurité 
<br>Etre à l?écoute des besoins métiers et contraintes techniques afin de proposer des solutions appropriées 
<br>Savoir anticiper les potentiels problèmes lors de l?évolution des systèmes d?information et proposer des actions d?accompagnement permettant de maintenir un niveau de sécurité élevé 
<br>En cas d?alerte sécurité, être disponible, réactif 
<br>Avoir une bonne visibilité et connaissance du marché des outils de cyber sécurité 
<br>Posséder les qualités rédactionnelles permettant la réalisation des modes opératoires nécessaires à la bonne application de la politique de SSI 
<br>Autonomie, rigueur et méthodologie",Paris (75),600 € par jour,https://fr.indeed.com/viewjob?jk=d8085192cf9d7156&tk=1hp8oim2rjk9480l&from=serp&vjs=3
83677/Administrateur sécurité informatique IAM CM-BD155 CYS Cyber Security IAM (IT) / Freelance,"<div>
 Administrateur Sécurité IAM CM-BD155 CYS Cyber Security IAM
 <br> 
 <br> 
 <ul>
  <li>Maintenance des plateformes C1 critiques dans un état opérationnel (24/7)</li>
 </ul> 
 <br> 
 <ul>
  <li>Analyse et compréhension des problématiques et des demandes des utilisateurs de Middleware L3</li>
 </ul> 
 <br> 
 <ul>
  <li>Résolution des problèmes et réponses aux besoins exprimés</li>
 </ul> 
 <br> 
 <ul>
  <li>Tenir à jour le répertoire des connaissances techniques</li>
 </ul> 
 <br> 
 <ul>
  <li>Intervention dans un environnement sécurisé suivant un processus rigoureux</li>
 </ul> 
 <br> 
 <ul>
  <li>Amélioration des processus et des solutions, soumission et élaboration des scripts pour améliorer l?administration opérationnelle</li>
 </ul>
 <br> 
 <br> 
 <br> Expérience professionnelle souhétée :
 <br> 
 <br> 
 <ul>
  <li>Core (principales technologies pour notre activité de soutien de N3, une première expérience sur une solution similaire, sinon possibilité de transfert de connaissances)</li>
 </ul>
 <br> 
 <br> 
 <br> Qualités requises :
 <br> 
 <br> 
 <ul>
  <li>Anglais technique conversationnel, lecture, écriture</li>
 </ul> 
 <br> 
 <ul>
  <li>Capacité et attitude d?apprentissage</li>
 </ul> 
 <br> 
 <ul>
  <li>Forte curiosité</li>
 </ul> 
 <br> 
 <ul>
  <li>Esprit d?équipe et solidarité</li>
 </ul> 
 <br> 
 <ul>
  <li>Autonomie, rigueur, sens de responsabilité, respect des contraintes de sécurité</li>
 </ul> 
 <br> 
 <ul>
  <li>Tolérance au stress</li>
 </ul>
 <br> 
 <br> 
 <br> Qualifications :
 <br> 
 <br> CM-BD155 CYS Cyber Security IAM
 <br> 
 <br> 
 <br> Profil candidat:
 <br> Administrateur Sécurité IAM CM-BD155 CYS Cyber Security IAM
 <br> 
 <br> 
 <ul>
  <li>Maintenance des plateformes C1 critiques dans un état opérationnel (24/7)</li>
 </ul> 
 <br> 
 <ul>
  <li>Analyse et compréhension des problématiques et des demandes des utilisateurs de Middleware L3</li>
 </ul> 
 <br> 
 <ul>
  <li>Résolution des problèmes et réponses aux besoins exprimés</li>
 </ul> 
 <br> 
 <ul>
  <li>Tenir à jour le répertoire des connaissances techniques</li>
 </ul> 
 <br> 
 <ul>
  <li>Intervention dans un environnement sécurisé suivant un processus rigoureux</li>
 </ul> 
 <br> 
 <ul>
  <li>Amélioration des processus et des solutions, soumission et élaboration des scripts pour améliorer l?administration opérationnelle</li>
 </ul>
 <br> 
 <br> 
 <br> Expérience professionnelle souhétée :
 <br> 
 <br> 
 <ul>
  <li>Core (principales technologies pour notre activité de soutien de N3, une première expérience sur une solution similaire, sinon possibilité de transfert de connaissances)</li>
 </ul>
 <br> 
 <br> 
 <br> Qualités requises :
 <br> 
 <br> 
 <ul>
  <li>Anglais technique conversationnel, lecture, écriture</li>
 </ul> 
 <br> 
 <ul>
  <li>Capacité et attitude d?apprentissage</li>
 </ul> 
 <br> 
 <ul>
  <li>Forte curiosité</li>
 </ul> 
 <br> 
 <ul>
  <li>Esprit d?équipe et solidarité</li>
 </ul> 
 <br> 
 <ul>
  <li>Autonomie, rigueur, sens de responsabilité, respect des contraintes de sécurité</li>
 </ul> 
 <br> 
 <ul>
  <li>Tolérance au stress</li>
 </ul>
 <br> 
 <br> 
 <br> Qualifications :
 <br> 
 <br> CM-BD155 CYS Cyber Security IAM
</div>",95870 Bezons,De 550 € à 750 € par jour,https://fr.indeed.com/viewjob?jk=d9e7c232ce43e1d2&tk=1hp8oim2rjk9480l&from=serp&vjs=3
Expert en Cyber sécurité informatique (IT) / Freelance,"<div>
 Pour le compte d?un organisme de l?état, nous recherchons un profil expert en sécurité des systèmes d?informations pour prendre en charge les activités auprès du Chef de mission (détenant la qualité RSSI).
 <br> 
 <br> L?expert sera mobilisé à temps plein pour prendre en charge les domaines d?activités suivants :
 <br> Appui SSI :
 <br> 
 <br> 
 <ul>
  <li>Gestion des homologations des traitements informatiques sous responsabilité de la DGEFP (piloter la feuille de route, prendre en charge l?animation et la préparation des homologations/etudes EBIOS avec les partenaires et les autorités)</li>
  <li>Animer la veille SSI et représenter la DGEFP dans les instances de sécurité</li>
  <li>Appuyer la DGS dans la gestion des crises de sécurité, les communications</li>
  <li>Evangélisation SSI</li>
 </ul> 
 <br> L?appui SSI représente une part d?activité variable en fonction du planning des homologations et des incidents de sécurité, et une part récurrente axée sur la veille, l?amélioration des procédures et l?accompagnement des responsables applicatifs
 <br> 
 <br> Contrainte forte du projet Maîtrise des homologations RGS, Gestion du Changement, Sécurité des SI de l?Etat
 <br> Compétences techniques homologation RGS - Expert - Impératif
 <br> Veille SSI / gestion de crise - Expert - Impératif
 <br> Connaissances linguistiques Français Courant (Impératif)
</div>",Paris (75),,https://fr.indeed.com/viewjob?jk=4e2f855b457d2343&tk=1hp8oim2rjk9480l&from=serp&vjs=3
SERVICE DELIVERY manager informatique SOC (IT) / Freelance,"Délivrer Des Services Managés De Veille sur les menaces cyber 
<br>Détection d?attaques et suivi des incidents de sécurité 
<br>Qualification des vulnérabilités 
<br>Réaction sur incidents de sécurité majeur 
<br>
<br> En tant que Service Delivery Manager, Tu seras en charge pour plusieurs clients du SOC de : 
<br>Piloter au quotidien l?activité afin de fournir un service conforme aux engagements contractuels 
<br>Organiser le suivi des équipes techniques, en binôme avec le référent technique, Participer aux réunions opérationnelles hebdomadaires 
<br>Organiser et animer les comités de opérationnels et de pilotage de la prestation prévus dans la gouvernance 
<br>Rédiger et maintenir à jour les livrables contractuels (convention de services, stratégies de collecte / détection) 
<br>Suivre l?avancement des projets et demandes complexes Participer à la planification des opérations 
<br>Réaliser le suivi des KPI, de la facturation et des éventuelles pénalités Gérer les situations de crise 
<br>Coordonner les intervenants, 
<br>Assurer les escalades et le suivi managérial, 
<br>S?assurer du suivi des plans d?actions définis Contribuer aux propositions commerciales, en lien avec l?équipe Sales 
<br>Accompagner le client sur les axes d?évolution et d?amélioration du service 
<br>
<br> En fonction de ton expérience sur les sujets traités, tu seras accompagné et soutenu par ton manager et tes collègues experts tout au long de tes missions. 
<br>
<br> <b>Tes objectifs :</b>
<br> Apporter immédiatement tes compétences relationnelles et ton expertise opérationnelle 
<br>Être présent pour notre équipe et les interlocuteurs client afin de les aider à trouver les solutions adaptées aux situations rencontrées 
<br>Savoir adapter son discours en fonction des interlocuteurs (métiers, experts, responsables, etc.) 
<br>Poursuivre la construction d?une relation de proximité avec le client 
<br>Participer à la pérennisation du client et au développement commercial de l?activité 
<br>
<br> <b>Profil candidat:</b>
<br> <b>Qualifications Idéalement tu es/as :</b> Un diplôme d?ingénieur (ou équivalent Bac +5) Une expérience dans la gestion de projet, d?équipe et de contrat, et idéalement, une première expérience sur un poste similaire 
<br>Un relationnel à toute épreuve pour démêler les situations les plus inextricables De la rigueur, un bon sens du service et la volonté de délivrer un service de qualité pour accompagner l?activité du client Un intérêt pour la cyber sécurité 
<br>Un bagage technique IT général, des connaissances cyber sécurité et cloud étant des plus appréciés 
<br>Pas de sueur froide à l?idée de se déplacer à temps partiel dans les locaux du client ou de prendre le téléphone pour fluidifier les échanges avec le client 
<br>A l?aise en anglais",Paris (75),De 450 € à 550 € par jour,https://fr.indeed.com/viewjob?jk=b26e2ccaa9488cb4&tk=1hp8oim2rjk9480l&from=serp&vjs=3
