job-title,job-description,job-location,job-salary,job-url,job-type
"
      CONSULTANT CYBERSÉCURITÉ GOUVERNANCE
    ","vous collaborez en lien étroit avec le RSSI auquel vous êtes rattaché et travaillez en lien avec l’ensemble des enseignes du groupe. Vous faîtes partie intégrante de la communauté cybersécurité du client. Votre mission principale sera notamment de renforcer le rôle du RSSI sur les sujets de cybersécurité. LES PRINCIPALES MISSIONS Sensibilisation des collaborateurs : - Plan de sensibilisation ; - Création de supports de communication ; - Création de modules e-learning ; - Animation des tests de phishing / sensibilisation associée ; - Session de sensibilisation pour les nouveaux collaborateurs (on-boarding). Réalisation de BIA sur les produits du périmètre Réalisation d’une analyse de risques cyber globale à l’écosystème . Amélioration du corpus documentaire cybersécurité (politiques, contrats, etc.). Participation à l’animation de la communauté cybersécurité. VOTRE PROFIL Vous êtes freelance ou consultant et vous cherchez une mission chez un client final à temps plein ou éventuellement partiel. Vous êtes disponible dès que possible. Vous avez une expérience significative dans un poste lié à la Cybersécurité. Vous faites preuve de conviction et de pédagogie pour faire comprendre les enjeux autour de la cybersécurité, aux équipes métiers comme aux équipes digitales. Vous avez d’excellentes capacités de collaboration et de communication. Vous avez de l’expérience dans la sécurité des SI et dans le pilotage et l’analyse des risques métiers. Vous savez animer les exigences de sécurité auprès d’éditeurs et de fournisseurs de solutions externes. Vous avez une forte capacité d’adaptation pour proposer des solutions permettant de réduire les risques en prenant en compte les contraintes de l’environnement. Vous savez donner du sens et simplifier des sujets complexes. Vous êtes autonome, rigoureux et organisé. Vous prenez des initiatives pour améliorer la sécurité du SI. Vous assurez une veille régulière autour des sujets de cybersécurité. Vous maîtrisez l’anglais et êtes à l’aise dans un environnement international. CONSULTANT CYBERSÉCURITÉ GOUVERNANCE 2-3 ans d’XP 410€ MAX 4-7 ans d’XP 505€ MAX 8-10 ans d’XP 550€ MAX +10 ans : 600€ MAX TEMPS PLEIN OU TEMPS PARTIEL présence sur site","Lille, Hauts-de-France",400-550 €⁄j,https://www.free-work.com/fr/tech-it/ingenieur-en-cybersecurite/job-mission/consultant-cybersecurite-gouvernance-5,"
      Freelance
    "
"
      Consultant cybersécurité (H/F)
    ","Espace-Freelance, réseau de consultants indépendants, recherche pour l’un de ses clients directs : un Consultant cybersécurité (H/F), OFFRE A POURVOIR DANS LA METROPOLE LILLOISE. 2 jours de télétravail MAXIMUM. Votre mission : Renfort au RSSI sur les différentes taches cyber, Sensibilisation des collaborateurs, Analyse de risques, Force de proposition concernant des solutions permettant de réduire les risques en prenant en compte les contraintes de l’environnement. Gestion documentaires Expérience dans la sécurité des SI et dans le pilotage et l’analyse des risques métiers. Contexte international : anglais requis Expérience dans la sécurité des SI et dans le pilotage et l’analyse des risques métiers. Contexte international : anglais requis Profil confirmé. Force de propositions. MISSION DANS LA METROPOLE LILLOISE : sur site 2 / 3 jours. ET ACCESSIBLE EN TRANSPORT EN COMMUN. Bon communicant, vous êtes à l'aise pour accompagner des profils plus juniors dans la montée en compétence.","Lille, Hauts-de-France",480-720 €⁄j,https://www.free-work.com/fr/tech-it/ingenieur-en-cybersecurite/job-mission/consultant-cybersecurite-h-f-76,"
      Freelance
    "
"
      DevSecOps
    ","Le client est un acteur du Secteur Public. Vous intégrez une équipe en pleine construction composée de DevOps seniors, du Responsable Infrastructure et en collaboration directe avec le RSSI. Le client a de multiples usines qui délivrent du code et l'une de vos tâche sera de mettre en place les règles et principes adaptés. Il s'agira également d 'unifier les règles de développement et de tests dans un environnement multi langages. Vous serez en lien direct avec le RSSI donc connaître le référentiel de l'ANSSI est indispensable. La mission se fera sur Paris (Pyramides) avec 4 jours de présentiel/Sem les trois premières semaines et 2j de présentiel par la suite. Un unique entretien Teams à prévoir. Profil ayant minimum 5 ans d'expérience sur du DevSecOps. Background de développeur. Bonne maitrise de Splunk. Bonne connaissance du référentiel de l'ANSSI. Le client est un acteur du Secteur Public. Vous intégrez une équipe en pleine construction composée de DevOps seniors, du Responsable Infrastructure et en collaboration directe avec le RSSI. Le client a de multiples usines qui délivrent du code et l'une de vos tâche sera de mettre en place les règles et principes adaptés. Il s'agira également d 'unifier les règles de développement et de tests dans un environnement multi langages. Vous serez en lien direct avec le RSSI donc connaître le référentiel de l'ANSSI est indispensable. La mission se fera sur Paris (Pyramides) avec 4 jours de présentiel/Sem les trois premières semaines et 2j de présentiel par la suite. Un unique entretien Teams à prévoir.","Paris, France",100-470 €⁄j,https://www.free-work.com/fr/tech-it/autre/job-mission/devsecops-96,"
      Freelance
    "
"
      DEVOPS/SECOPS
    ","CONTEXTE Au sein du SOC (Security Operations Center), nous recherchons un ingénieur DevOps/SECOPS pour rejoindre notre équipe afin d’optimiser le développement d’applications utilisées par les analystes et les administrateurs. Responsabilités principales ·        Comprendre les exigences et les besoins des analystes et des administrateurs Définir et structurer les processus de développement, de tests, de mise en production et de maintenance des composants applicatifs Mettre en place l'automatisation complète de la mise en production de l'application ; Vérifier que chaque test s'effectue avec succès ; Garantir la qualité pour chaque étape de développement du projet. ·        Définir, mesurer et suivre des KPI pour un gain en qualité et en performance Compétences requises ·        Connaitre le processus CI/CD ·        Avoir une expérience avérée en conception et développement d’application ·        Avoir des connaissances en programmation et en création de scripts ·        Maîtriser le développement Orienté Objet et TestDriven ·        Avoir une bonne aisance rédactionnelle dans des documents de conception et d’architecture. ·        Capacité à travailler de manière autonome et à gérer efficacement les priorités ·        Bonnes compétences en communication et en travail d'équipe Outils et langages de programmation ·        Maitrise de la programmation Python ·        Connaitre les langages C/C++, JavaScript, ·        Connaissance de l’environnement Linux ·        Bonne connaissance de la stack ELK (Elastisearch, Logstash, Kibana) ·        Connaissance des outils CI/CD comme Jenkins, Ansible etc.. ·        Bonne connaissance de GitHub, Poetry, PyTest ·        Savoir intégrer des API SOAP et REST ·        Connaitre le framework IBM SOAR Resilient-Circuits et son API","Paris, France",100-500 €⁄j,https://www.free-work.com/fr/tech-it/ingenieur-devops/job-mission/devops-secops-2,"
      Freelance
    "
"
      Chef de projet technique SOC - TEMPS PARTIEL (H/F)
    ","Pour l’un de nos clients grand compte basé en IDF, dans le cadre d’une mission longue durée, nous recherchons un Chef de projet technique SOC à temps partiel . Missions : Pilotage projet intégration, amélioration continue, automatisation Suivi des avancées du projet Suivi et proposition de points d’amélioration / de solutions sur les problématiques rencontrées par le CERT Animations de réunions et d’ateliers en anglais Mise en place méthodologie traitement des incidents Profil recherché : Chef de projet 5 ans d’expérience minimum au sein d’un SOC ou CERT Bonne connaissance sur la partie réponse à incident et investigation Profil ayant un regarde technique Anglais courant indispensable EDR Sentinel One PaloAltro XSOAR Profil recherché : Chef de projet 5 ans d’expérience minimum au sein d’un SOC ou CERT Bonne connaissance sur la partie réponse à incident et investigation Profil ayant un regarde technique Anglais courant indispensable EDR Sentinel One PaloAltro XSOAR Missions : Pilotage projet intégration, amélioration continue, automatisation Suivi des avancées du projet Suivi et proposition de points d’amélioration / de solutions sur les problématiques rencontrées par le CERT Animations de réunions et d’ateliers en anglais Mise en place méthodologie traitement des incidents","Paris, France",300-3k €⁄j,https://www.free-work.com/fr/tech-it/assistant-chef-de-projet/job-mission/chef-de-projet-technique-soc-2,"
      Freelance
    "
"
      Chef de Projet Cybersoc et XtendedSOC
    ","Vous aurez comme mission principale de mettre en place des services CyberSOC et MicroSOC en phase de build et d’adapter l’infrastructure de détection (SIEM) chez nos clients. En tant que Chef de Projet, vous piloterez et serez l'interlocuteur privilégié du ou des clients dont vous aurez la charge. Votre objectif sera de faire monter en maturité vos clients en les accompagnants dans la construction de leur CyberSOC managé ou non. Ainsi vous devrez sous la responsabilité du manager de l’entité : - Piloter les ressources qui définissent et implémentent les stratégies de sécurité opérationnelle afin de couvrir les risques et enjeux de nos clients - Piloter les ressources qui définissent et mettent en place des dispositifs de détection d’Incidents de sécurité (organisation) - Piloter des consultants pour la mise en place des outils et signatures de sécurité (architecture SIEM, capteurs) ; - Piloter les phases de recette des infrastructures et services du SOC ; - Assurer le suivi des risques projets et proposer des solutions de remédiations - Donner de la visibilité au client et en interne sur le déroulement du projet - Piloter des projets complexes pour accompagner les clients grands comptes dans la mise en place de leur sécurité opérationnelle dans des environnements techniques variés - Animer des comités de suivi et des comités de pilotage - Établir des plannings, réaliser le suivi des actions et des charges - Rédiger des livrables Vous aurez le rôle de facilitateur entre les différentes parties prenantes, internes comme externes. La liste des missions n'est pas exhaustive, elles dépendront de vos aptitudes, compétences et souhaits d'évolution. Vos atouts et compétences clés pour le poste : Vous êtes diplômé(e) d’un Bac + 4/5, d’une école d’Ingénieur ou d’une Université en Informatique. Vous justifiez de minimum 3 à 5 ans d’expérience en gestion de projets. Vous avez une aisance relationnelle, un bon esprit d’équipe, vous faites preuve d’initiative et vous avez le sens des responsabilités. Vous avez une bonne compréhension des enjeux, vous êtes autonome et vous avez le sens du service. Lors de vos expériences précédentes vous avez été amenés à piloter des projets transverses et complexes. Votre expérience en gestion de projet, votre esprit de synthèse ainsi que votre rigueur vous ont permis de mener à bien plusieurs projets en parallèle. Un niveau d'anglais courant est fortement recommandé pour ce poste.","Île-de-France, France","10k-57k €⁄an, 100-600 €⁄j",https://www.free-work.com/fr/tech-it/assistant-chef-de-projet/job-mission/chef-de-projet-cybersoc-et-xtendedsoc,"
      CDI
     
      Freelance
    "
"
      Analyste SOC Senior H/F - 92
    ","Dans le cadre d'un remplacement notre client recherche un analyste SOC senior H/F pour une mission dans le 92 Détection et réponse aux incidents : * Soutenir l'équipe de réponse aux cyberincidents en tant qu'expert chargé d'effectuer une analyse approfondie des cas de sécurité complexes et de traiter directement les enquêtes et les actions de réponse les plus complexes. * Assurer une adaptation rapide des capacités de détection en fonction des TTP des acteurs de la cybermenace. * Assurer, en coordination avec le SOC MSSP, l'élaboration et la maintenance de la stratégie de détection : risques couverts, solutions et événements de sécurité utilisés pour la détection, couverture MITRE Att&ck. * Effectuer une chasse aux menaces récurrente pour détecter les activités malveillantes, des exercices de purple teaming pour l'amélioration de la détection. Outils SOC et solutions de sécurité : * Apporter du support aux projets durant les différentes phases; la conception, la construction et l'exécution de l'outillage SOC : SIEM, EDR, gestion des cas cybernétiques, Threat Intel, plateformes d'automatisation, intégration avec des outils et des flux internes et externes. * Effectuer des évaluations et optimiser les outils et technologies SOC. * Contribuer aux politiques de détection et de remédiation sur les solutions de sécurité, conseiller sur les politiques de prévention. Process: * Examiner et améliorer en permanence les processus et procédures du SOC afin d'accroître l'efficacité et l'efficience. * Documenter les activités de réponse aux incidents et les enseignements tirés pour favoriser l'amélioration continue. * Définir et mettre en œuvre des guides de réponse aux incidents afin d'améliorer la rapidité et la cohérence de la réponse. Gestion des connaissances : * Contribuer à la création et à la mise à jour de la documentation et des procédures opérationnelles. * Agir en tant que référent, fournir des conseils et des formations pour développer les compétences au sein de l'équipe de cyberdéfense et des équipes opérationnelles qui soutiendront la cyberinvestigation. * Favoriser une culture de partage des connaissances et de collaboration au sein de l'équipe. Votre profil: * Licence en informatique, en sécurité de l'information ou dans un domaine connexe. * Certification professionnelle telle que CISSP, SANS FOR 508, GIAC, EC-Council, CompTIA. * Minimum de 3 ans d'expérience dans un rôle d'analyse SOC ou de cybersécurité, avec une expérience avérée dans la gestion d'incidents complexes. * Maîtrise des technologies et outils de sécurité, notamment SIEM/XDR, IDS/IPS, EPP, EDR et CTI. * Solide connaissance des protocoles et services de réseau, des systèmes d'exploitation et des services associés - Windows, Linux - et de l'informatique d'entreprise en général. * Idéalement capable de coder - script, python. * Solides compétences analytiques et expérience des outils et techniques d'analyse forensique. Lieu: 92 + 2j de remote Démarrage: ASAP Durée: 3 à 6 mois en freelance, embauche possible SI cette opportunité vous intéresse, n'hésitez pas a postuler à l'offre","Courbevoie, Île-de-France",100-650 €⁄j,https://www.free-work.com/fr/tech-it/analyste/job-mission/analyste-soc-senior-h-f-92,"
      Freelance
    "
"
      Consultant sécurité SOC / CSIRT
    ","Reformulation pour une description de poste : Missions principales : Opérateur Sécurité SOC Au quotidien: Traitement des alertes de sécurité: Analyse des alertes MSSP, phishing, CVE, leaks, etc. Tri et priorisation des incidents Investigations forensiques approfondies Réponse aux incidents de sécurité (MDI/MDO) En collaboration avec le MSSP: Intégration et optimisation des outils de sécurité: Branchement des sources de données Paramétrage et optimisation des détections Mise en place de corrélations entre les événements Participation aux exercices de Purple Team Recettage des configurations Suivi des KPIs A moyen terme: Développement d’outils pour le SOC interne: Création et maintenance de tableaux de bord ELK Mise en place d’une plateforme SOAR Collecte et analyse de renseignements sur les menaces (CTI et OSINT) Environnement de travail: Équipe de sécurité de 15 personnes Dynamique et collaborative Outils de pointe à disposition Compétences requises : Maîtrise des outils de sécurité: SIEM, EDR, MSSP, ELK, SOAR, CTI, OSINT Capacités d’analyse et de synthèse Aptitude à la recherche et à la résolution de problèmes Autonomie et sens du travail en équipe Excellentes compétences en communication Filiale de PageGroup, leader du recrutement et de l’intérim spécialisés dans de nombreux pays, Michael Page recrute des cadres confirmés en CDD et CDI au sein de 17 secteurs d’activités dont celle de l’Informatique et de l’IT. Acteur au cœur de l’écosystème de l’emploi, nous accompagnons nos clients et nos candidats dans une logique de partenariat durable et engagé. Nos clients sont à la recherche de tous types de profils experts, managers et dirigeants dans l’IT et l’Informatique et nos spécialistes recrutent pour des entreprises de toutes tailles.","Bordeaux, Nouvelle-Aquitaine",,https://www.free-work.com/fr/tech-it/consultant-securite-et-reseaux/job-mission/consultant-securite-soc-csirt,"
      Freelance
    "
"
      Infrastructure DevOps Engineering 
    ","Une prestation d’administration, de maintenance et de maintenance évolutives des plateformes d’innovation de la DSI. Tâches à réaliser (intitulé et description détaillée) : T1 : Cartographier toutes plateformes Digital Innovation Plateform (DIP) et les technologies utilisées · Réaliser une cartographie exhaustive des plateformes : o DIP Open historique (VXRAIL) o DIP Open openstack o DIP Secure historique (VXRAIL) o DIP Secure openstack o DIP Graphique. · Identifier les moyens hardware (composant, version) · Identifier les outils · Identifier les interdépendances · Documenter l’architecture pour une exploitation pérenne. T2 : Maintenir les DIPs au quotidien · Réaliser sur l’ensemble des DIPs les actions d’administration et de remédiation nécessaire au bon fonctionnement de celles-ci. · Rédiger les documentations nécessaires aux actes d’administration. · Etudier et valider la mise en place un outil de monitoring et réaliser les actions techniques. T3 : Préparer les extensions futures et les évolutions des DIPs · Préparer les mises à jours des versions matériel et logiciel · Proposer un plan de mise à jour et un plan de validation. · Préparer, et mettre en oeuvre un déploiement d’une DIP sur le site de Cholet. · Etudier et mettre en place le basculement à chaud des VMs si les ressources nécessaires sont disponibles sur le/les clusters · Intégrer/systématiser l’utilisation des moteurs et signature antivirus. · Intégrer/systématiser les moteurs de découvertes des outils (GLPI) T4 : Accompagnement les visa SSI des DIPs · Travailler sur l’obtention de visa SSI sur les différents DIPs · Etudier et valider des solutions pour « compenser » des vulnérabilités identifiées lors des visas et réaliser les actes techniques. · Proposer une automatisation des indicateurs de sécurité (y compris pour les business) T5 : Accompagnement des business dans leurs exploitations des DIPs · Comprendre les besoins business · Les documenter · Réaliser l’automatisation des taches nécessaires · Accompagner dans l’exploitation · Réaliser des « audits », capitaliser · Au besoin étudier la capacité à faire des DRPs sur les périmètres business. Nous recherchons pour l'un de nos clients, un Infrastructure DevOps Engineering (Complément DevSecOps). Infrastructure DevOps Engineering (Complément DevSecOps) Compétences sur les outils (Mandatory) : Linux RedHat et Ubuntu Cisco Kubernetes et Docker Stockage CEPH Openstack Keycloak et FreeIPA Sécurité Ansible et Terraform Outils complémentaires (Optionnal) Services et Composants transverses d’architectures d’une zone d’hébergement Dell VXRAIL,KVM , passtrought GPU , etc. artifactory, etc. kolla-ansible Infrastructure DevOps Engineering (Complément DevSecOps) Compétences sur les outils (Mandatory) : Linux RedHat et Ubuntu Cisco Kubernetes et Docker Stockage CEPH Openstack Keycloak et FreeIPA Sécurité Ansible et Terraform Outils complémentaires (Optionnal) Services et Composants transverses d’architectures d’une zone d’hébergement Dell VXRAIL,KVM , passtrought GPU , etc. artifactory, etc. kolla-ansible","Île-de-France, France",310-530 €⁄j,https://www.free-work.com/fr/tech-it/ingenieur-devops/job-mission/infrastructure-devops-engineering,"
      Freelance
    "
"
      TECH LEAD TOOLS
    ","La mission : Mise en place et pilotage d’une équipe outils au sein de l’ingénierie. Gestion et suivi projets (Budget, conception, assets) Evolution et MCO des outils Migrer, securiser nos VMs vers le cloud Livrables HLD DEX DAT Autres informations Plus de 50 outils (Tufin, Aruba central, Fortimanager, Monday, CMA checkpoint, suite LOGM, Flex Wifi, , etc...) AGILE - SCRUM CISCO CLOUD GCP Avec une couverture nationale, Beezen est un acteur de référence dans les métiers du conseil et des services informatiques. Fondée en 2008, Beezen conseille, réalise, forme et accompagne ses clients dans leurs projets. Beezen a mis en œuvre plus de 100 projets réalisés pour des entreprises du CAC 40 et ETI (Entreprises de Taille Intermédiaire). Nous proposons une gamme complète de prestations organisée autour de 3 métiers : le Management, les Technologies et l’Innovation. Partenaire privilégié des grands éditeurs internationaux de logiciels, notre unique objectif est de vous amener à vous différencier grâce à des solutions métiers et technologiques novatrices et performantes.","Massy, Île-de-France",400-550 €⁄j,https://www.free-work.com/fr/tech-it/lead-developer/job-mission/tech-lead-tools,"
      Freelance
    "
