job-title,job-description,job-location,job-salary,job-url
ingénieur informatique cybersécurité informatique N3 (H/F) (IT) / Freelance,"BUILD Construction et développement de la réponse à incident 
<br>1. Construction des référentiels documentaires nécessaires à la réponse à incidents 
<br>a. RACIs avec les équipes concernées 
<br>b. Comitologie et reporting 
<br>c. Documentation/outillage pour le suivi du sujet et le partage de connaissance 
<br>
<br> 2. Résilience du CSIRT 
<br>a. Définition de moyens de communications de crise, etc. 
<br>b. Définitions de futurs outils 
<br>
<br> 3. Amélioration continue des fiches reflexes utilisées par le N2 de réponse à incidents 
<br>a. Travail avec le N2 pour comprendre les contraintes métiers 
<br>b. Mise à niveau des pratiques par rapport à PICERL 
<br>c. Formaliser les chemins d?escalade vers le CSIRT et leurs conditions 
<br>d. Formation du N2 
<br>
<br> 4. Développement des capacités de détection et d?analyse des incidents et événements de sécurité 
<br>a. Participation aux réunions avec les divers MSSP 
<br>b. Participation à la vie et à l?amélioration continue du SOC 
<br>c. Gestion des exceptions de l?ensemble des outils de détection d?incidents de sécurité (SOC, EDR, NDR, ITP, etc) 
<br>
<br> 5. Automatisation 
<br>a. Identification des possibilités d?automatisation 
<br>b. Implémentation des automatisations identifiées via MindFlow 
<br>
<br> RUN Suivi des incidents 
<br>1. Implication sur les incidents majeurs 
<br>a. Analyse forensique (Windows, Linux, appliances réseau, etc.) 
<br>b. Réponse et suivi d?incident 
<br>c. Reporting 
<br>
<br> 2. Traitement des incidents escaladés formellement 
<br>
<br> 3. Assistance au N2 pour le traitement des incidents 
<br>a. Assistance au traitement des incidents rares 
<br>b. Assistance au traitement des incidents ayant des ramifications mal-comprises 
<br>
<br> Dans ce cadre, les missions de l?expert cybersécurité réponse à incident seront : 
<br>1. Participer à l?amélioration continue des fiches reflexes utilisées par le N2 et amélioration des pratiques de réponses à incidents globales 
<br>2. Gestion de projets, définition de procédures et processus de travail inter-équipe 
<br>3. Aider le N2 sur le traitement des incidents de sécurité 
<br>4. Participer au développement du CSIRT via les axes de développement des capacités de détection et la résilience du CSIRT 
<br>5. Participer à la communautés Cyber du client en proposant des améliorations aux niveaux gouvernance, durcissements, prévention etc. aux parties prenantes concernées 
<br>
<br> <b>Profil recherché :</b>
<br> ? Expert N3 en réponse à incident avec plusieurs années d?expérience au sein d?un SOC ou CSIRT 
<br>? Connaissances génériques des outils type EDR, NDR, etc. 
<br>? Forte autonomie, proactivité et rigueur 
<br>? Anglais professionnel",78140 Vélizy-Villacoublay,De 600 € à 700 € par jour,https://fr.indeed.com/viewjob?jk=dcd4ec78a4780210&tk=1hpb1hl69lgaa80a&from=serp&vjs=3
architecte informatique Cybersécurité informatique - Expert ISP - H/F - 92 (IT) / Freelance,"Dans la cadre d'un remplacement notre client recherche un Architecte cybersécurité, expert en intégration de la sécurité dans les projets H/F - 92 
<br>
<br> Dans ce rôle, vous vous appuyez sur vos qualités de compréhension des enjeux métiers, sur votre expertise cybersécurité au sens large et notamment votre expertise technique, le tout en ayant une vision orientée risques. 
<br>
<br> <b>Vous intervenez sur trois scopes?principaux :</b>
<br> 1 / Pilotage de l?équipe en charge de la sécurité dans les projets 
<br>
<br> 
<ul> 
 <li>Organiser / assurer le rôle de référent au sein de l?équipe cybersécurité* Apporter l?expertise technique* Coordonner les efforts, veiller à la bonne conduite des projets et aux remédiations nécessaires avec une approche par les risques* Veiller à la continuité de la connaissance et des compétences au sein de l?équipe* Prise en charge d?un pool de projets sensibles au sein de la division (en pilotage direct ou en support de prestataires)* Piloter et/ou réaliser des analyses de risques sécurité fonctionnelles et techniques, capacité à proposer des plans d?actions pragmatiques pour réduire les risques et pilotage de ces plans* Pilotage des audits de sécurité, tests techniques, capacité à savoir cadrer ce type de prestations auprès d?un fournisseur et à retranscrire les risques associés aux différents intervenants métiers et IT</li> 
</ul> 2/ Gestion de la remédiation et des incidents de sécurité 
<br>
<br> 
<ul> 
 <li>Gestion des incidents et crise cyber* Assurer la gestion des incidents sécurité avec l?appui du SOC sécurité (analyse, communication managériale, IT, utilisateur le cas échéant, suivi et résolution)* Assurer la revue des incidents de sécurité et apport de valeur pour améliorer les processus* Gestion de la remédiation* Piloter le déploiement d?initiatives de sécurité opérationnelle permettant d?assurer la robustesse technique* Piloter les initiatives de remédiation (audits IT et/ou industriels, remédiation cloud, gestion des vulnérabilités, etc.)* Mettre en ?uvre et assurer la bonne application des processus opérationnels nécessaires</li> 
</ul> 3/ Participer à l?élaboration de la roadmap cybersécurité et à son déploiement 
<br>
<br> 
<ul> 
 <li>Aider au déploiement des initiatives sécurité et notamment à la transformation sécurité* Assistance pour les réponses aux sollicitations des équipes Corporate* Assistance pour les chantiers de transformation sécurité (dont IAM, sécurité industrielle)* Assistance sur la revue du corpus documentaire sécurité* Contribution à la revue de la roadmap sécurité en coordonnant la prise en compte des risques, des enjeux de la Mode et des enjeux Groupe sur pilotage du responsable sécurité Mode* Assistance pour la mise à jour de la roadmap* Promouvoir la cybersécurité en interne* Collaborer avec les différentes équipes IT et cybersécurité au quotidien</li> 
</ul> <b>Profil candidat:</b>
<br> 
<ul> 
 <li>Vous justifiez d?une expérience de 7 ans minimum sur une fonction vous ayant permis de développer une connaissance cybersécurité générale et technique (une expérience au sein d?un acteur du luxe serait un plus)* Vous disposez de compétences techniques en cybersécurité notamment en sécurité applicative, gestion des API, sécurité du cloud, gestion d?audits, tests de sécurité, encadrement technique* Vous avez la capacité à challenger les architectures et les choix techniques des équipes le cas échéant* Vous avez déjà encadré des équipes internes et/ou externes et démontrez de bonnes capacités managériales et de gestion de projet* Vous avez une capacité de prise de recul, une vision orientée gestion des risques* Vous savez gérer plusieurs projets en parallèle* Vous êtes force de proposition, savez faire preuve d?initiative, d?autonomie et d?organisation* Vous avez de bonnes capacités de communication, de synthèse et savez expliquer de façon simple les concepts cybersécurité et les risques avec tous types d?interlocuteurs (équipes techniques, DSI, métier, utilisateur, direction)* Vous disposez d?un très bon niveau d?anglais écrit et oral (l?italien est un plus)* Une expérience en milieu industriel/logistique serait un plus (expert industriel non nécessairement demandé mais capacité d?abstraction requise)</li> 
</ul>",92200 Neuilly-sur-Seine,,https://fr.indeed.com/viewjob?jk=0f02e4aa582c3607&tk=1hpb1j065irp0803&from=serp&vjs=3
ingénieur informatique data / BI (IT) / Freelance,"<div>
 Expérience du candidat :
 <br> 
 <ul>
  <li>Au moins une expérience sur un projet de construction d?un Data Warehouse / intégration de données et avoir une connaissance / expérience sur l?infrastructure SAP Business Objects Data Services (BODS) : très important.</li>
  <li>Un profil junior peut-être suffisant sachant que le Chef de projet s?occupera de la modélisation et des interfaces avec les fournisseurs de données.</li>
 </ul> 
 <br> Compétences techniques du candidat :
 <br> 
 <ul>
  <li>Bonne connaissance sur SAP BODS (indispensable).</li>
  <li>Modélisation de données, construction et administration de base de données (si possible Oracle).</li>
  <li>Un bon niveau de culture informatique générale (réseau, développement, cyber sécurité) sera grandement apprécié.</li>
 </ul>
 <br> 
 <br> 
 <br> Profil candidat:
 <br> Prise en charge de la construction des ETL sur l?infrastructure logicielle du client (SAP BODS) qui est peu maitrisée par l?équipe en place. Il est donc demandé au candidat d?avoir une certaine autonomie.
</div>",Paris (75),De 400 € à 550 € par jour,https://fr.indeed.com/viewjob?jk=eeba750da18445e7&tk=1hpb1j065irp0803&from=serp&vjs=3
consultant informatique SI Assurance Cybersécurité informatique (IT) / Freelance,"Coordination transverse, reporting mensuel; remontée d'alertes Animation de réunion, esprit de synthèse Capacité rédactionnelle et bon relationnel Autonomie et force de proposition Descriptif de la prestation La prestation aura pour objectif d'accompagner le l?équipe Sécurité des SI dans son plan de maitrise de l?externalisation et de mise en conformité à la règlementation DORA. 
<br>
<br> <b>En termes de missions, cela se caractérise notamment par :</b>
<br> ? La revue et proposition de processus Achats en lien avec la prise en comptes des aspects cyber par les partenaires et les réglementations en vigueur (France et international) 
<br>
<br> ? La maitrise des Prestations Critiques et Importantes (PCI) et les prestations TIC (au sens DORA) en maintenant les 3 points : 
<br>
<br> o La mise en place d?un référentiel des contacts en cas de crise Cyber et processus associé 
<br>
<br> o Un état des lieux des analyses de risques des prestations o Un état des lieux des engagements contractuels en matière de cybersécurité (Plans d?Assurances Sécurité (PAS), etc.) 
<br>
<br> ? La contribution au plan de remédiation identifié sur la base des constats précédents. 
<br>
<br> ? La présentation en comités de synthèses d?avancement et d?indicateurs. 
<br>
<br> ? Reporting régulier d?avancement des action u responsable de l?activité La prestation devra être réalisée dans le respect des exigences de la Politique de Sécurité de l?Information du Groupe et des règles en vigueur et des contraintes propres au groupe. 
<br>
<br> <b>Compétences et connaissances demandées :</b>
<br> ? Connaissance des métiers de l?Assurance, 
<br>
<br> ? Connaissance des métiers de l?informatique (production et hors production), 
<br>
<br> ? Certification ISO 27001/5, 
<br>
<br> <b>? Application d?une méthodologie d?analyse de risques (ex. :</b> EBIOS, MEHARI, ?), 
<br>
<br> ? Contribution à des revues de sécurité (test d?intrusion, audit de code, ?), 
<br>
<br> ? Pilotage projet, en mode classique et agile. 
<br>
<br> ? Formation MASTER 2 (BAC+5). 
<br>
<br> ? Connaissance des réglementations DORA, EBA Une première expérience de cinq ans minimum est attendue. 
<br>
<br> <b>Profil candidat:</b>
<br> Coordination transverse, reporting mensuel; remontée d'alertes Animation de réunion, esprit de synthèse Capacité rédactionnelle et bon relationnel Autonomie et force de proposition Descriptif de la prestation La prestation aura pour objectif d'accompagner le l?équipe Sécurité des SI dans son plan de maitrise de l?externalisation et de mise en conformité à la règlementation DORA. 
<br>
<br> <b>En termes de missions, cela se caractérise notamment par :</b>
<br> ? La revue et proposition de processus Achats en lien avec la prise en comptes des aspects cyber par les partenaires et les réglementations en vigueur (France et international) 
<br>
<br> ? La maitrise des Prestations Critiques et Importantes (PCI) et les prestations TIC (au sens DORA) en maintenant les 3 points : 
<br>
<br> o La mise en place d?un référentiel des contacts en cas de crise Cyber et processus associé 
<br>
<br> o Un état des lieux des analyses de risques des prestations o Un état des lieux des engagements contractuels en matière de cyber-sécurité (Plans d?Assurances Sécurité (PAS), etc.) 
<br>
<br> ? La contribution au plan de remédiation identifié sur la base des constats précédents. 
<br>
<br> ? La présentation en comités de synthèses d?avancement et d?indicateurs. 
<br>
<br> ? Reporting régulier d?avancement des action u responsable de l?activité La prestation devra être réalisée dans le respect des exigences de la Politique de Sécurité de l?Information du Groupe et des règles en vigueur et des contraintes propres au groupe. 
<br>
<br> <b>Compétences et connaissances demandées :</b>
<br> ? Connaissance des métiers de l?Assurance, 
<br>
<br> ? Connaissance des métiers de l?informatique (production et hors production), 
<br>
<br> ? Certification ISO 27001/5, 
<br>
<br> <b>? Application d?une méthodologie d?analyse de risques (ex. :</b> EBIOS, MEHARI, ?), 
<br>
<br> ? Contribution à des revues de sécurité (test d?intrusion, audit de code, ?), 
<br>
<br> ? Pilotage projet, en mode classique et agile. 
<br>
<br> ? Formation MASTER 2 (BAC+5). 
<br>
<br> ? Connaissance des réglementations DORA, EBA Une première expérience de cinq ans minimum est attendue.",Paris (75),,https://fr.indeed.com/viewjob?jk=6a8ab2257bc33242&tk=1hpb1j065irp0803&from=serp&vjs=3
consultant informatique Confirmé PCA & Gestion de crise (IT) / Freelance,"Pour l'un de nos clients grand compte situé en Ile-de-France, dans le cadre d'une mission de longue durée permettant du télétravail, nous recherchons un Consultant confirmé en PCA &amp; gestion de crise 
<br>
<br> La mission permet 2 jours de télétravail par semaine. 
<br>
<br> <b>Missions :</b>
<br> ? Structurer et construire la démarche de continuité d'activité et de gestion de crise pour le périmètre France en collaboration avec les parties prenantes requises. 
<br>
<br> <b>Activités :</b>
<br> ? Développer et documenter un dispositif de continuité d'activité et de gestion de crise. 
<br>? Renforcer le dispositif spécifique de gestion de crise cyber. 
<br>? Tester les plans de continuité d'activité et les procédures de gestion de crise. 
<br>? Acculturer les collaborateurs aux nouvelles procédures d'urgence et de reprise d'activité. 
<br>? Coordonner les équipes en cas de sinistre majeur et assurer une communication efficace. 
<br>
<br> <b>Profil candidat:</b><b>Compétences techniques :</b>
<br> ? Expérience préalable en construction et structuration de démarches de continuité d'activité et gestion de crise. 
<br>? Expérience terrain de la gestion de sinistres. 
<br>? Capacité à initier et à développer des processus. 
<br>? Excellentes compétences en communication et en coordination de parties prenantes. 
<br>? Connaissance des normes et des bonnes pratiques en matière de continuité d'activité. 
<br>? Appétence ou compétences en cybersécurité. 
<br>
<br> <b>Profil :</b>
<br> ? Diplôme universitaire en gestion des risques, en sécurité-sûreté ou dans un domaine connexe. 
<br>? Certification en gestion de crise ou en continuité d'activité (un atout).",Paris (75),,https://fr.indeed.com/viewjob?jk=286e321964789600&tk=1hpb1j065irp0803&from=serp&vjs=3
Un consultant informatique SecOps/ service now sur paris (IT) / Freelance,"Smarteo recherche pour l'un de ces clients, Un consultant SecOps/ service now sur paris 
<br>
<br> <b>Description:</b>
<br> Le client souhaite avoir un consultant Secops, idéalement pour un fulltime, mais ouvert à d'autres dispositifs. 
<br>
<br> <b>Contexte de la mission :</b>
<br> Dans le cadre des activités autour de l'application ServiceNow au sein du groupe, nous souhaitons renforcer l'équipe projet SecOps. 
<br>
<br> Nous sommes à la recherche d'un(e) consultant(e) ServiceNow avec une expertise Cyber sécurité pour accompagner le métier Cyber sur l'ensemble des projets autour du module SecOps. 
<br>
<br> <b>Description de la mission :</b>
<br> <b>Lieu :</b> Paris 
<br>
<br> possibilité de réaliser la mission en télétravail. 
<br>
<br> <b>Contexte :</b> le service en charge de la plateforme ServiceNow est à la recherche d'un consultant ServiceNow expérimenté. 
<br>
<br> Maîtrise de l'anglais (contrat TMA en outsourcing), 
<br>
<br> Maitrise de ServiceNow minimum 3 ans d'expérience (module SecOps fortement souhaité), 
<br>
<br> Bonne compréhension des enjeux des métiers de la Cyber Sécurité : gestion des vulnérabilités et incidents de sécurité. Orientation service client et recherche de valeur ajoutée, 
<br>
<br> Capacité d'analyse et esprit de synthèse / travail en équipe / aptitude à communiquer/ sens du service / autonomie et initiative / travail en transverse. 
<br>
<br> Livrables 
<br>
<br> <b>Accompagnement Métiers:</b>
<br> Assurer les études de cadrage, le recueil des besoins clients, 
<br>
<br> Modéliser les processus métier et identifier les opportunités d'amélioration des processus, 
<br>
<br> Assister la maîtrise d'ouvrage depuis l'établissement des spécifications, la définition des scénarios des tests métiers jusqu'à la recette, 
<br>
<br> Appuyer à la qualification des incidents, des bugs, des évolutions, 
<br>
<br> Assurer la communication projet vers le métier, 
<br>
<br> Challenger les besoins métiers afin d'homogénéiser les pratiques et favoriser le standard du produit. 
<br>
<br> <b>Pilotage:</b>
<br> Contrôler le suivi des réalisations (qualité, performance), les validations et recettes des livrables, 
<br>
<br> Être force de proposition dans l'innovation, la fiabilisation et l'harmonisation des pratiques, systèmes et processus, 
<br>
<br> Garantir la mise à jour du référentiel documentaire des processus, 
<br>
<br> Veiller à l'application des normes et méthodologies TGITS. 
<br>
<br> Si vous êtes disponible intéressé, merci de me faire parvenir votre TJM ainsi que votre CV à jour au format Word. 
<br>
<br> <b>Profil candidat:</b>
<br> Capacité d'analyse et esprit de synthèse / travail en équipe / aptitude à communiquer/ sens du service / autonomie et initiative / travail en transverse.",Paris (75),,https://fr.indeed.com/viewjob?jk=4f065be5aae6d3e2&tk=1hpb1j065irp0803&from=serp&vjs=3
consultant informatique Expert DDoS Web Application Protection (h/f) (IT) / Freelance,"<div>
 Cyber Defense développe un nouveau produit global pour protéger le client.
 <br> 
 <br> Ce produit remplacera l'actuel Inbound Protection.
 <br> 
 <br> Pour conduire l'évolution de ce nouveau produit et son déploiement chez le client, Cyber Defense recherche un service externe pour gérer la partie technique et la partie migration.
 <br> 
 <br> Etendue des services
 <br> 
 <br> En tant qu'expert en DDoS et en protection des applications web (WAAP), le service doit : 
 <br> 
 <br> 
 <ul>
  <li>Avoir une expertise technique des produits DDoS et WAAP sur le marché.</li>
 </ul> 
 <br> 
 <ul>
  <li>Examiner, valider et remettre en question les solutions de sécurité proposées par différents fournisseurs.</li>
 </ul> 
 <br> 
 <ul>
  <li>Suivre la feuille de route d'intégration des entités.</li>
 </ul> 
 <br> 
 <ul>
  <li>Examiner, valider et améliorer les politiques de sécurité : DDoS L7 et WAF</li>
 </ul> 
 <br> 
 <ul>
  <li>Soumettre une demande de service ou un ticket d'incident au fournisseur ou à l'opérateur.</li>
 </ul> 
 <br> 
 <ul>
  <li>Mettre dans les livrables les incidents liés au programme de migration DDoS et WAF.</li>
 </ul> 
 <br> 
 <ul>
  <li>Gérer les réunions avec les entités du monde entier.</li>
 </ul> 
 <br> 
 <ul>
  <li>Analyser les logs et les données.</li>
 </ul> 
 <br> 
 <ul>
  <li>Créer des KPI et des tableaux de bord de sécurité.</li>
 </ul> 
 <br> 
 <ul>
  <li>Collaborer avec les équipes de cyberdéfense sur les demandes et problèmes de sécurité.</li>
 </ul> 
 <br> 
 <ul>
  <li>Collaborer avec les équipes d'architecture.</li>
 </ul> 
 <br> Livrables :
 <br> 
 <br> 
 <ul>
  <li>Description du produit/service</li>
 </ul> 
 <br> 
 <ul>
  <li>Documents de conception de haut/bas niveau</li>
 </ul> 
 <br> 
 <ul>
  <li>Documentations pour le processus d'intégration</li>
 </ul> 
 <br> 
 <ul>
  <li>Documentation pour l'intégration de la feuille de route</li>
 </ul> 
 <br> 
 <ul>
  <li>Documents et résultats des tests d'acceptation</li>
 </ul> 
 <br> 
 <ul>
  <li>Preuve de concept/Pilotes et résultats des tests</li>
 </ul> 
 <br> 
 <ul>
  <li>Documentation relative à la gestion du projet (planification, rapports, registre, registre des actions/problèmes, budget réel/prévisionnel)</li>
 </ul>
 <br> 
 <br> 
 <br> Profil candidat:
 <br> Cyber Defense développe un nouveau produit global pour protéger le client.
 <br> 
 <br> Ce produit remplacera l'actuel Inbound Protection.
 <br> 
 <br> Pour conduire l'évolution de ce nouveau produit et son déploiement chez le client, Cyber Defense recherche un service externe pour gérer la partie technique et la partie migration.
 <br> 
 <br> Etendue des services
 <br> 
 <br> En tant qu'expert en DDoS et en protection des applications web (WAAP), le service doit : 
 <br> 
 <br> 
 <ul>
  <li>Avoir une expertise technique des produits DDoS et WAAP sur le marché.</li>
 </ul> 
 <br> 
 <ul>
  <li>Examiner, valider et remettre en question les solutions de sécurité proposées par différents fournisseurs.</li>
 </ul> 
 <br> 
 <ul>
  <li>Suivre la feuille de route d'intégration des entités.</li>
 </ul> 
 <br> 
 <ul>
  <li>Examiner, valider et améliorer les politiques de sécurité : DDoS L7 et WAF</li>
 </ul> 
 <br> 
 <ul>
  <li>Soumettre une demande de service ou un ticket d'incident au fournisseur ou à l'opérateur.</li>
 </ul> 
 <br> 
 <ul>
  <li>Mettre dans les livrables les incidents liés au programme de migration DDoS et WAF.</li>
 </ul> 
 <br> 
 <ul>
  <li>Gérer les réunions avec les entités du monde entier.</li>
 </ul> 
 <br> 
 <ul>
  <li>Analyser les logs et les données.</li>
 </ul> 
 <br> 
 <ul>
  <li>Créer des KPI et des tableaux de bord de sécurité.</li>
 </ul> 
 <br> 
 <ul>
  <li>Collaborer avec les équipes de cyberdéfense sur les demandes et problèmes de sécurité.</li>
 </ul> 
 <br> 
 <ul>
  <li>Collaborer avec les équipes d'architecture.</li>
 </ul> 
 <br> Livrables :
 <br> 
 <br> 
 <ul>
  <li>Description du produit/service</li>
 </ul> 
 <br> 
 <ul>
  <li>Documents de conception de haut/bas niveau</li>
 </ul> 
 <br> 
 <ul>
  <li>Documentations pour le processus d'intégration</li>
 </ul> 
 <br> 
 <ul>
  <li>Documentation pour l'intégration de la feuille de route</li>
 </ul> 
 <br> 
 <ul>
  <li>Documents et résultats des tests d'acceptation</li>
 </ul> 
 <br> 
 <ul>
  <li>Preuve de concept/Pilotes et résultats des tests</li>
 </ul> 
 <br> 
 <ul>
  <li>Documentation relative à la gestion du projet (planification, rapports, registre, registre des actions/problèmes, budget réel/prévisionnel)</li>
 </ul>
</div>",Paris (75),De 450 € à 650 € par jour,https://fr.indeed.com/viewjob?jk=488bd6c50359b63b&tk=1hpb1j065irp0803&from=serp&vjs=3
Expert devsecops (H/F) (IT) / Freelance,"Notre client dans le secteur Retail recherche un Expert DevSecOps H/F 
<br>
<br> <b>Descriptif de la mission:</b>
<br> Nous sommes à la recherche d?un expert DevSec (H/F) qui sera en charge d?identifier notre maturité de la sécurité sur nos phases développement, définition et de la mise en production d?outillage permettant de sécuriser nos développements dans notre chaine CI/CD de la phase de planification des développements jusqu?à la phase de test. 
<br>
<br> Vous serez intégré à l?équipe Cyber Sécurité qui comporte 15 personnes et vous travaillerez en étroite collaboration avec le RSSI et les équipes de développement de la Digital Factory. 
<br>
<br> <b>Vos missions principales :</b>
<br> Contribuer à la mise en place d?une méthodologie, d?une gouvernance des développements sécurisés 
<br>
<br> Identifier et intégrer des outils de sécurité à mettre en place dans notre chaine DevSec 
<br>
<br> Mettre en place un plan de formation, de sensibilisation, d?acculturation des développeurs au développement sécurisé. 
<br>
<br> Identifier la maturité actuelle du groupe sur la Sécurité des développements 
<br>
<br> Animer en collaboration avec le RSSI la démarche d?amélioration du processus de sécurisation et de Sécurity By Deisgn 
<br>
<br> Documenter/partager/publier les solutions choisies et mises en ?uvre, les problèmes et résolutions, les retours d?expérience, pour contribuer à la communauté DevSecOps 
<br>
<br> <b>Compétences recherchées :</b>
<br> Forte expérience en tant que développeur 
<br>
<br> Vous maitriser les principaux langages de développement. 
<br>
<br> Vous avez de forte appétence en CyberSécurité et en sécurisation des développements 
<br>
<br> Vous avez mis en place ou participer à la sécurisation des développements 
<br>
<br> Vous possédez des compétences en gestion de projets 
<br>
<br> <b>Compétences / Qualités indispensables:</b>
<br> Cybersécurité,Background de développeur 
<br>
<br> <b>Compétences / Qualités qui seraient un +:</b>
<br> Vous savez partager vos connaissances, et vous savez évoluer avec rigueur et méthode dans votre environnement de travail. 
<br>
<br> Vous aimez travailler en équipe. 
<br>
<br> Vous maitrisez l?environnement GitLab 
<br>
<br> Une connaissance d?Azure et de kubernetes serait un plus",94200 Ivry-sur-Seine,600 € par jour,https://fr.indeed.com/viewjob?jk=02d0eb14b8ef06f6&tk=1hpb1j065irp0803&from=serp&vjs=3
"Ops sécurité informatique - CyberArk, Dévolution Server, (IT) / Freelance","<div>
 En tant qu?OPS Sécurité dans mon quotidien :
 <br> 
 <ul>
  <li>Je suis le premier point de contact sur les applications que je gère.</li>
  <li>J?échange régulièrement avec les équipes OPS de domaine, OPS Système, Projet et l?équipe Cyber TF1..</li>
  <li>J?ai une expertise autour des bastions d?administration (CyberArk, Dévolution Server, ) mais aussi sur la gestion des endpoints (Tanium, )</li>
  <li>J?investigue pour régler les incidents de mon backlog.</li>
  <li>J?optimise mon travail grâce à l?automatisation.</li>
  <li>Je fais du niveau de sécurité de mes applications ma priorité.</li>
  <li>Je documente mes actions afin de maintenir un bon niveau d?information.</li>
  <li>Je supervise les sauvegardes liées à mes applications.</li>
  <li>Je détecte et corrige les problèmes de manière proactive</li>
 </ul> 
 <br> En tant qu?OPS Sécurité dans les projets :
 <br> 
 <br> 
 <ul>
  <li>Je suis garant de la mise en place des infrastructures et leur mise à jour</li>
  <li>Je suis les demandes techniques traitées par d?autres centres de service de ma direction</li>
  <li>Je rédige les documents d?exploitation et documents d?architecture</li>
  <li>Je participe aux stands up projet pour aider à détecter les angles morts sur mon domaine</li>
 </ul> 
 <br> Communication :
 <br> 
 <ul>
  <li>J?assure le respect des normes et standard.</li>
  <li>J?escalade les incidents majeurs et je communique sur l?évolution des résolutions</li>
 </ul>
 <br> 
 <br> 
 <br> Profil candidat:
 <br> Il définit et met en oeuvre les dispositifs techniques de sécurité sur tout ou partie des projets dont il a la charge, conformément à la politique de sécurité des SI et de l?information, et aux réglementations. En tant que référent dans son domaine, il assure un rôle de veille (technologique notamment), de conseil, d?assistance, d?information, de formation et d?alerte sur les risques.
 <br> 
 <br> PAM (CyberArk, ...) - Confirmé - Impératif
 <br> Windows, PowerShell - Confirmé - Impératif
 <br> Terraform - Junior - Important
</div>",Paris (75),De 520 € à 560 € par jour,https://fr.indeed.com/viewjob?jk=92a63b13a39a7a66&tk=1hpb1j065irp0803&from=serp&vjs=3
83876/consultant informatique(e) ServiceNow avec une expertise Cyber sécurité informatique (IT) / Freelance,"consultant(e) ServiceNow avec une expertise Cyber sécurité pour accompagner le métier Cyber sur l'ensemble des projets autour du module SecOps.Description de la mission : possibilité de réaliser la mission en télétravail.?Contexte : le service en charge de la plateforme ServiceNow est à la recherche d'un consultant ServiceNow expérimenté.Maîtrise de l'anglais (contrat TMA en outsourcing),Maitrise de ServiceNow minimum 3 ans d'expérience (module SecOps fortement souhaité),Bonne compréhension des enjeux des métiers de la Cyber Sécurité : gestion des vulnérabilités et incidents de sécurité. Orientation service client et recherche de valeur ajoutée,Capacité d'analyse et esprit de synthèse ? travail en équipe ? aptitude à communiquer ? sens du service ? autonomie et initiative ? travail en transverse.LivrablesAccompagnement Métiers?: Assurer les études de cadrage, le recueil des besoins clients,Modéliser les processus métier et identifier les opportunités d'amélioration des processus,Assister la maîtrise d'ouvrage depuis l'établissement des spécifications, la définition des scénarios des tests métiers jusqu'à la recette,Appuyer à la qualification des incidents, des bugs, des évolutions,Assurer la communication projet vers le métier,Challenger les besoins métiers afin d'homogénéiser les pratiques et favoriser le standard du produit.Pilotage?: Contrôler le suivi des réalisations (qualité, performance), les validations et recettes des livrables,Être force de proposition dans l'innovation, la fiabilisation et l'harmonisation des pratiques, systèmes et processus,Garantir la mise à jour du référentiel documentaire des processus,Veiller à l'application des normes et méthodologies TGITS. 
<br>
<br> <b>Profil candidat:</b>
<br> consultant(e) ServiceNow avec une expertise Cyber sécurité pour accompagner le métier Cyber sur l'ensemble des projets autour du module SecOps.Description de la mission : possibilité de réaliser la mission en télétravail.?Contexte : le service en charge de la plateforme ServiceNow est à la recherche d'un consultant ServiceNow expérimenté.Maîtrise de l'anglais (contrat TMA en outsourcing),Maitrise de ServiceNow minimum 3 ans d'expérience (module SecOps fortement souhaité),Bonne compréhension des enjeux des métiers de la Cyber Sécurité : gestion des vulnérabilités et incidents de sécurité. Orientation service client et recherche de valeur ajoutée,Capacité d'analyse et esprit de synthèse ? travail en équipe ? aptitude à communiquer ? sens du service ? autonomie et initiative ? travail en transverse.LivrablesAccompagnement Métiers?: Assurer les études de cadrage, le recueil des besoins clients,Modéliser les processus métier et identifier les opportunités d'amélioration des processus,Assister la maîtrise d'ouvrage depuis l'établissement des spécifications, la définition des scénarios des tests métiers jusqu'à la recette,Appuyer à la qualification des incidents, des bugs, des évolutions,Assurer la communication projet vers le métier,Challenger les besoins métiers afin d'homogénéiser les pratiques et favoriser le standard du produit.Pilotage?: Contrôler le suivi des réalisations (qualité, performance), les validations et recettes des livrables,Être force de proposition dans l'innovation, la fiabilisation et l'harmonisation des pratiques, systèmes et processus,Garantir la mise à jour du référentiel documentaire des processus,Veiller à l'application des normes et méthodologies TGITS.",Paris (75),De 450 € à 550 € par jour,https://fr.indeed.com/viewjob?jk=8c8a8883f60f1c15&tk=1hpb1j065irp0803&from=serp&vjs=3
