job-title,job-description,job-location,job-salary,job-url
"
      Analyste sécurité - PAM
    ","Missions : - Analyse Sécurité (études des cas d’usage relatifs aux accès à privilèges accordées aux partenaires tiers) - Design de la solution cible conforme aux exigences règlementaires en vigueur. - Déploiement massif de poste d’administration. - Change management opérationnel auprès des administrateurs. Livrables : - Identification des Cas d’usage - Analyse des Solutions existantes au sein du département Infrastructure - descriptions des processus associé / maj des support aux administrateurs - Design de la Solution Cible conforme aux exigences du régulateur Expertises opérationnelles : - Cyber IAM/PAM (Identity & Access Management / Privilege Access Management) - JIRA ou équivalent - domaines d’infrastructure réseau et hébergement hyperviseurs - Environnement Anglophone Environnement technique : - Agile Scrum - JIRA - CyberArk Analyste sécurité - PAM Crée en 1999, Objectware est une société de conseil et d’ingénierie informatique spécialisée dans le secteur de la banque, de la finance de marché, et de l’assurance, dont la notoriété sur les grands comptes de la place de Paris a fait un spécialiste reconnu des décideurs en Maîtrise d’ouvrage comme en Maîtrise d’œuvre. Notre activité couvre la totalité du cycle de vie des systèmes d’informations (Pilotage et Gestion de projet, Conseil en MOA, Conception, Réalisation, Maintenance, Production Exploitation).","Paris, France",,https://www.free-work.com/fr/tech-it/administrateur-securite/job-mission/analyste-securite-pam
"
      Inégnieur de procution Sécurité - Tanium, Cyberark, AWS
    ","● Être le premier point de contact technique sur les services que vous opérez ● Assurer ou coordonner un support Niveau 3 pour les équipes de développement (Mise en production, Déploiement, suivi des tâches Infras ...) ● Assurer la bonne opérabilité du service en production (monitoring, alerting, documentation ) ● Optimiser votre travail et celui de vos collègues via l’automatisation (Déploiement, Maintenance, Détection de problèmes, Reporting ) ● Proposer, implémenter et assurer un bon niveau de sécurité ● Piloter et Investiguer sur la résolution d’incidents (Communication, Escalade, Animation ) ● Superviser son/ses services (Disponibilité, Latence, Erreurs, Sauvegardes ) ● Accompagner les équipes de développement et de TMA pendant les phases de conception et de développement afin d’apporter la vision Opérationnelle et détecter le plus tôt possible les angles mort ● Participer à l’amélioration continue des Infrastructures (migration des infrastructures Legacy vers le Cloud, Automatisation via de Infrastructure as Code), de la qualité et des TTMs. Compétences requises ● Systèmes d’exploitation: Windows Server (Majoritairement), Linux ● Scripting: Powershell (Majoritairement), Python, Bash ● Cloud: Azure ● Bases de données: Microsoft SQL Server, PostGres ● CI/CD: GIt, AzureDevOps, Ordonnanceur $U Compétences complémentaires recherchées ● IaC : Terraform, Packer, Ansible ● Cloud: AWS ● Certification AZ-100 et AZ-302","Paris, France",,https://www.free-work.com/fr/tech-it/administrateur-securite/job-mission/inegnieur-de-procution-securite-tanium-cyberark-aws
"
      Ops Sécurité - CyberArk, Dévolution Server,
    ","En tant qu’OPS Sécurité dans mon quotidien : - Je suis le premier point de contact sur les applications que je gère. - J’échange régulièrement avec les équipes OPS de domaine, OPS Système, Projet et l’équipe Cyber TF1.. - J’ai une expertise autour des bastions d’administration (CyberArk, Dévolution Server, ) mais aussi sur la gestion des endpoints (Tanium, ) - J’investigue pour régler les incidents de mon backlog. - J’optimise mon travail grâce à l’automatisation. - Je fais du niveau de sécurité de mes applications ma priorité. - Je documente mes actions afin de maintenir un bon niveau d’information. - Je supervise les sauvegardes liées à mes applications. - Je détecte et corrige les problèmes de manière proactive En tant qu’OPS Sécurité dans les projets : - Je suis garant de la mise en place des infrastructures et leur mise à jour - Je suis les demandes techniques traitées par d’autres centres de service de ma direction - Je rédige les documents d’exploitation et documents d’architecture - Je participe aux stands up projet pour aider à détecter les angles morts sur mon domaine Communication : - J’assure le respect des normes et standard. - J’escalade les incidents majeurs et je communique sur l’évolution des résolutions Il définit et met en oeuvre les dispositifs techniques de sécurité sur tout ou partie des projets dont il a la charge, conformément à la politique de sécurité des SI et de l’information, et aux réglementations. En tant que référent dans son domaine, il assure un rôle de veille (technologique notamment), de conseil, d’assistance, d’information, de formation et d’alerte sur les risques. PAM (CyberArk, ...) - Confirmé - Impératif Windows, PowerShell - Confirmé - Impératif Terraform - Junior - Important La DICI est chargée de l’architecture, de la maintenance et de l’évolution du socle technique permettant le déploiement du SI (Régie publicitaire, Contenus, Corporate ): Infrastructure On-Prem (Réseaux, Data Center, OS), Cloud (Azure, AWS) et Applications. La DICI a un rôle majeur dans le plan de transformation des SI et leur migration dans le Cloud Cette direction est aujourd’hui composée de plusieurs pôles d’expertise (Réseau, DBA, Infra, Cloud ) et d’un pôle Ops Domaine dont le rôle est de faire le lien entre équipes de développement et équipes Infras. Les Ops sont alors dédiés à un domaine ou à une tribu (la tribu de mesure des audiences par exemple) et sont la courroie de transmission entre les deux mondes (build vs. run, développement vs. opérations, projet vs. exploitation ) Compétences requises ● Systèmes d’exploitation: Windows Server (Majoritairement), Linux ● Scripting: Powershell (Majoritairement), Python, Bash ● Cloud: Azure ● Bases de données: Microsoft SQL Server, PostGres ● CI/CD: GIt, AzureDevOps, Ordonnanceur $U Compétences complémentaires recherchées ● IaC : Terraform, Packer, Ansible ● Cloud: AWS ● Certification AZ-100 et AZ-302","Paris, France",520-560 €⁄j,https://www.free-work.com/fr/tech-it/administrateur-securite/job-mission/ops-securite-cyberark-devolution-server
"
      Expert Réseau
    ","Objectif global : Concevoir Réseaux d’entreprise Contrainte forte du projet Evolution périmètre Les livrables sont Dossier d’architecture Scripts d’automatisation Formation collaborateurs Compétences techniques SDWAN PaloAlto - Expert - Impératif Routage avancé OSPF, BGP, - Confirmé - Impératif LAN Meraki, api, Python - Expert - Impératif Sécurité: Filtrage avancé, IPS, IDS, WAF, ... - Confirmé - Important Connaissances linguistiques Français Courant (Impératif) Anglais Professionnel (Secondaire) Description détaillée Dans le cadre de l’extension du périmètre réseau de l’entreprie","Lille, Hauts-de-France",300-480 €⁄j,https://www.free-work.com/fr/tech-it/expert-reseau-cisco/job-mission/expert-reseau-48
"
      Adjoint RSSI – Expert réseau sécurité – 15 ans – Paris
    ","Nous recherchons un Adjoint RSSI pour notre client spécialiste du secteur retraite épargne prévoyance 3/4 TEMPS à Paris – CDI possible après 1ere période Expérience dans un organisme tertiaire significatif. Certification d’application des standards ISO 27k, 22301, EBIOS-RM, CISSP ou CISM Expérience de mise en œuvre des standards  ISO 27k, 22301, EBIOS-RM ainsi que des préconisations et guides publiés par l’ANSSI Le poste est à pourvoir sur paris, en temps partiel à 3/4. Merci de postuler uniquement si vous correspondez Expérience auditeur missions PASSINIS Technique Connaissance (de base) des infrastructures techniques matérielles et logicielles de sécurité Connaissance M365Connaissance serveurs windows / linux / SGBD PostgreSql Connaissance secteur retraite/ épargne / prévoyance Notre client est un grand groupe du secteur retraite/ épargne prévoyance. afin de remplacer son adjoins RSSI, notre client recherche au plus vite. Poste à pourvoir asap","Paris, France","50k-60k €⁄an, 500-600 €⁄j",https://www.free-work.com/fr/tech-it/expert-reseau-cisco/job-mission/adjoint-rssi-expert-reseau-securite-15-ans-paris
"
      Consultant Business Intelligence (Power BI) et Cybersécurité
    ","Power BI : Senior Cybersécurité : Confirmé Contrôle des risques : Confirmé Certified Information Systems Security Professional (CISSP), CISM, CRISC, ISO 27001 : Requise Anglais : Courant --- Nous recherchons pour le compte d’un de nos clients un consultant en Business Intelligence sur expérimenté en Power BI pour intervenir sur des problématiques de sécurité des données. --- Mobile Tech People est une ESN basée à Courbevoie depuis 11 ans. Nos experts livrent des prestations en digital, web, mobile, IoT, DevOps, gestion de la mobilité d’entreprise et modern device management. MTP met à la disposition de votre SI et de vos métiers ses équipes d’experts pour concrétiser vos projets de transformation digitale. Nous cadrons et réalisons vos applications web, mobile et IoT, nous implémentons vos méthodes agiles et CI/CD, nous sécurisons et déployons vos smartphones, postes de travail et leurs applications, nous les migrons vers W10 et MS365.","Île-de-France, France",,https://www.free-work.com/fr/tech-it/consultant-e-business/job-mission/consultant-business-intelligence-power-bi-et-cybersecurite
"
      OT Cybersecurity for CISO Office (h/f)
    ","emagine is looking for a OT Cybersecurity fluent in English for one of its clients: Starting date : ASAP Duration : 1-3 months (Part time) Location: Full remote Key Tasks: Structure OT governance, organisation, Operating model and R&R (already initiated) Perform OT assessments on few reference sites Based on the current audit mitigation plan and on site assessments, define the major risks incurred and associated roadmap Review the current OT Standard and architecture patterns and define quick-wins” For full project details please apply with your latest CV or call Marc with your questions. A propos d’emagine Depuis 30 ans, nos clients voient en emagine un partenaire fiable auquel ils confient leurs projets IT, Applicatif, Digital et Cybersécurité. Présent en France au travers de 5 bureaux et en dix autres pays Européens, nous formons dorénavant un groupe de 600 m€ de chiffre d’affaires, avec plus de 4 500 consultants en mission. Nous accompagnons nos clients sur des prestations à très forte valeur ajoutée et proposons des solutions complètes d’audit et de gestion de ressources externes. Nous devons notre capacité à intervenir sur des prestations complexes ou pointues à notre esprit d’innovation et à l’agilité qu’emagine met au cœur de son dispositif.",France,800-900 €⁄j,https://www.free-work.com/fr/tech-it/responsable-securite-informatique/job-mission/ot-cybersecurity-for-ciso-office-h-f
"
      Assistant CISO
    ","Assister le CISO group dans les workshops  / discussion avec les Business Executives Construire l'outil / plateforme permettant de remonter des besoins métiers Evaluer les périmètres à risque, et assurer le suivi des plans d’actions en lien avec les MCISOs Assister à la préparation de la SLS, et définir une roadmap de mise en place Créer les présentations et supports de communication aux métiers Bonnes connaissances fonctionnelles et techniques globale des domaines de la SSI Expérience dans l’évaluation de la sécurité dans les projets Expérience souhaitée dans l’évaluation maturité SSI des solutions digitales (Web / Smartphone) Connaissance du framework OWASP Connaissance des contraintes réglementaires à venir (NIS2) Bonne maîtrise de l’anglais, l’essentiel des échanges et des livrables seront en anglais Bonnes connaissances fonctionnelles et techniques globale des domaines de la SSI Expérience dans l’évaluation de la sécurité dans les projets Expérience souhaitée dans l’évaluation maturité SSI des solutions digitales (Web / Smartphone) Connaissance du framework OWASP Connaissance des contraintes réglementaires à venir (NIS2) Bonne maîtrise de l’anglais, l’essentiel des échanges et des livrables seront en anglais Assister le CISO group dans les workshops  / discussion avec les Business Executives Construire l'outil / plateforme permettant de remonter des besoins métiers Evaluer les périmètres à risque, et assurer le suivi des plans d’actions en lien avec les MCISOs Assister à la préparation de la SLS, et définir une roadmap de mise en place Créer les présentations et supports de communication aux métiers","Paris, France",100-600 €⁄j,https://www.free-work.com/fr/tech-it/assistant-aux-utilisateurs/job-mission/assistant-ciso-4
"
      Project Manager Security & Infrastructure (h/f)
    ","emagine recherche pour l’un de ses clients finaux un Chef de projet Sécurité : Démarrage : Immédiat Durée : 12 mois + Lieu : Télétravail 100% Nous recherchons un chef de projet d'infrastructure de sécurité expérimenté pour superviser et gérer la mise en œuvre de solutions d'infrastructure de sécurité telles que : Solutions SIEM/SOC Endpoint (Crowdstrike, Tanium) Gestion des vulnérabilités ( Qualys) Le candidat idéal aura une solide expérience dans le domaine des infrastructures de sécurité et en gestion de projet. Responsabilités : Diriger la planification, la mise en œuvre et la livraison de projets de sécurité (SIEM/SOC, solutions Endpoint, gestion des vulnérabilités, etc.) Définir la portée, les objectifs et les livrables du projet en collaboration avec la haute direction et les parties prenantes. Élaborer des plans de projet, des calendriers et des budgets détaillés pour suivre les progrès et garantir l'achèvement des projets dans les délais. Coordonner les ressources, tant internes qu'externes, pour exécuter efficacement les tâches du projet. Gérer les risques, les problèmes et les changements du projet pour garantir la réussite du projet. Surveiller et rendre compte de l'avancement du projet aux parties prenantes et à la haute direction. Assurer le respect des réglementations, normes et bonnes pratiques de sécurité pertinentes tout au long du cycle de vie du projet. Fournir des conseils et un soutien aux membres de l'équipe de projet et favoriser un environnement d'équipe collaboratif. Mener des évaluations post-projet pour identifier les domaines à améliorer et intégrer les leçons apprises dans les projets futurs. Qualifications : Baccalauréat en informatique, technologies de l'information ou dans un domaine connexe. Une certification Project Management Professional (PMP) est préférable. Excellente compétences en communication et relation interpersonnelles. Solides capacités de leadership et capacité à obtenir des résultats dans un environnement dynamique. A propos d’emagine Depuis 30 ans, nos clients voient en emagine un partenaire fiable auquel ils confient leurs projets IT, Applicatif, Digital et Cybersécurité. Présent en France au travers de 5 bureaux et en dix autres pays Européens, nous formons dorénavant un groupe de 600 m€ de chiffre d’affaires, avec plus de 4 500 consultants en mission. Nous accompagnons nos clients sur des prestations à très forte valeur ajoutée et proposons des solutions complètes d’audit et de gestion de ressources externes. Nous devons notre capacité à intervenir sur des prestations complexes ou pointues à notre esprit d’innovation et à l’agilité qu’emagine met au cœur de son dispositif.",France,1 111 €⁄j,https://www.free-work.com/fr/tech-it/project-manager-web-e-commerce/job-mission/project-manager-security-infrastructure-h-f
"
      Ingenieur SOC - connaissance obligatoire sondes industrielles
    ","Pour l’un de nos clients grand compte basé en IDF, dans le cadre d’une mission longue durée, nous recherchons un Ingénieur SOC - connaissances des sondes industrielles. Missions: Pilotage de projets de mise en place de SOC dans des environnements techniques variés Mise en place des services CyberSOC et MicroSOC en phase de build et adaptation de l’infrastructure de détection (SIEM) Propositions de solutions de remédiations Réalisation de plannings Animation de comités de suivi et pilotage Gestion d'équipes Profil recherché : Ingénieur SOC Esprit d'analyse Bon communiquant Anglais courant indispensable Connaissance des sondes Nozomi ou autres sondes similaires industrielles","Île-de-France, France",390-3k €⁄j,https://www.free-work.com/fr/tech-it/ingenieur/job-mission/ingenieur-soc-connaissance-obligatoire-sondes-industrielles
